"type","question","options","answer"
"多选题","根据《政府采购信息发布管理办法》，省 级财政部门的职责包括？","A. 对中国政府采购网省级分网进行监督管理
B. 制定本地区具体实施办法
C. 监督本级预算单位政府采购信息发布活动
D. 指导全国政府采购信息发布工作
E. 对中央预算单位的政府采购信息发布活动进行监督管理","ABC"
"多选题","某采购代理机构在发布政府采购信息时， 存在W下哪些行为会被处罚？","A. 只在非指定媒体发布项目信息
B. 发布的信息有误导性陈述
C. 不同媒体发布的同一信息内容不一致
D. 按时发布信息
E. 同时在中国政府采购网及其省级分网发布项目信息","ABC"
"多选题","根据《政府采购信息发布管理办法》，关 于政府采购信息发布渠道的说法，正确的 有？","A. 中央预算单位信息应当在中国政府采购网发布
B. 地方预算单位信息应当在中国政府采购网省级分网发布
C. 政府采购信息只能在中国政府采购网及其省级分网发布
D. 政府采购信息可W在省级W上财政部口指定的其他媒体上与中国政
府采购网同步发布
E. 政府采购信息应当在当地招标协会指定媒体发布","ABD"
"多选题","如果采购人未依法在指定媒体上发布政府 采购项目信息，可能承担的法律责任包 括？","A. 由县级以上财政部口责令限期改正
B. 对直接负责的主管人员给予罚款
C 给予馨告
D; 5直S是责的主管人员和其他直接责任人员，建议其行政主管部口
依法处理
E.对直接责任人员给予罚款","ACD"
"多选题","根据《政府采购信息发布管理办法》，财 政部口指定媒体应当履行的义务有？","A. 核验发布主体身份
B. 及时发布收到的政府采购信息
C. 加强安全防护
D. 向发布主体收取信息发布费用
E. 审查发布信息的合法性","ABC"
"多选题","财政部n指定媒体出现下列哪些行为时， 省级W上财政部口可依法责令其限期改 正？","A. 未在1个工作日内发布收到的政府采购信息
B. 擅自删除了已发布的政府采购合同公告
C. 向信息发布主体收取了信息发布服务费
D. 未能有效核验发布主体的身份
E. 擅自修改已发布的政府采购信息内容","ABCDE"
"多选题","关于发布主体和指定媒体的责任划分，下 列说法正确的有？","A. 发布主体对信息的真实性、准确性、合法性负责
B. 指定媒体对信息的及时性、完整性负责
C. 指定媒体对信息的真实性、准确性承担连带责任
D. 发布主体对信息的及时性、完整性负责
E. 指定媒体对信息的及时性、准确性负责","AB"
"多选题","某指定媒体未对发布主体的身份进行核 验，导致虚假信息发布，下列说法正确的 有？","A. 指定媒体存在违规行为
B. 发布主体应承担主要责任
C. 指定媒体可能面临责令限期改正的处罚
D. 虚假信息造成的损失由指定媒体全部承担
E. 指定媒体没有审核信息的真实性，承担主要责任","ABC"
"多选题","下列哪些情形下，W中国政府采购网发布 的信息为准？","A. 同一信息同时在中国政府采购网和省级分网发布且内容不一致
B. 同一信息在中国政府采购网和其他指定媒体发布且时间不一致
C. 同一信息在省级分网和其他指定媒体发布且内容不一致
D. 同一信息在不同省级分网发布且内容不一致
E. 同一信息在省级分网和招标协会网站发布且内容不一致","AB"
"多选题","下列关于渉密政府采购项目信息发布的说 法，正确的有？","A. 不适用《政府采购信息发布管理办法》的一般规定
B. 依照国家有关规定执行
C. 可自行决定是否发布
D. 发布前需经财政部n批准
E. 涉密政府采购项目信息必须在中国政府采购网发布","AB"
"判断题","《政府采购信息发布管理办法》的制定依 据包括《中华人民共和国政府采购法》和《中华人民共和国政府采购法实施条例》。","A. 正确
B. 错误","A"
"判断题","省级财政部口有权对本级预算单位的政府采购信息发布活动进行监督管理。","A. 正确
B. 错误","A"
"判断题","采购人可以根据需要，选择不在指定媒体上发布非渉密的政府采购合同公告。","A. 正确
B. 错误","B"
"判断题","指定媒体可以向社会公众收取少量的信息 查阅费用，以维持网站运营。","A. 正确
B. 错误","B"
"判断题","政府采购信息发布仅需遵循渠道相对集中 的原则。","A. 正确
B. 错误","B"
"判断题","中国政府采购网省级分网由市级财政部口 监督管理。","A. 正确
B. 错误","B"
"判断题","政府采购信息可W不按照财政部规定的格 式编制。","A. 正确
B. 错误","B"
"判断题","中央预算单位政府采购信息可以在本单位 内部网站发布，无需在中国政府采购网发布。","A. 正确
B. 错误","B"
"判断题","根据《政府采购信息发布管理办法》，发 布主体包括财政部口、采购人和采购代理机构。","A. 正确
B. 错误","A"
"判断题","财政部门指定媒体应当对收到的政府采购 信息的真实性负责。","A. 正确
B. 错误","B"
"判断题","财政部门指定媒体未核验发布主体身份即 发布信息，属于违规行为。","A. 正确
B. 错误","A"
"判断题","中国政府采购网收到政府采购信息后，应 在3个工作日内发布。","A. 正确
B. 错误","B"
"判断题","指定媒体可以向发布主体收取少量信息发 布服务费用。","A. 正确
B. 错误","B"
"判断题","采购人未依法在指定媒体发布政府采购项 目信息，仅需给予警告处罚。","A. 正确
B. 错误","B"
"判断题","财政部口工作人员在政府采购信息发布活 动中滥用职权，将被追究相应责任。","A. 正确
B. 错误","A"
"判断题","某采购代理机构在省级分网发布的信息与 中国政府采购网发布的信息不一致，应以 省级分网的信息为准。","A. 正确
B. 错误","B"
"判断题","财政部口指定媒体擅自修改政府采购信息 内容，将面临责令限期改正、通报等处罚。","A. 正确
B. 错误","A A"
"判断题","政府采购信息发布活动中，地方各级财政 部口仅对本级预算单位的信息发布活动进 行监督，无需接受上级财政部口指导。","A. 正确
B. 错误","B"
"判断题","采购人委托采购代理机构发布信息，若信 息存在错误，责任仅由采购代理机构承担。","A. 正确
B. 错误","B"
"判断题","指定媒体收到政府采购信息后，若发现信 息存在遗漏，可自行补充后发布。","A. 正确
B. 错误","B"
