"type","question","options","answer"
"多选题","财政部门制作的投诉处理决定书应当包括（ ）。","A. 投诉人和被投诉人的姓名或者名称、通讯地址等 B. 作出处理决定的日期
C. 处理决定查明的事实和相关依据，具体处理决定和法律依据 D. 告知相关当事人申请行政复议以及提起行政诉讼的权利","ABCD"
"多选题","财政部门在处理某一供应商投诉事项，发现投诉人在该年度三次（含本次）提供虚假证明材料，财政部门可以进行哪些处理（ ）。","A. 处以采购金额千分之一以上千分之五以下的罚款 B. 处以采购金额千分之三以上千分之十以下的罚款 C. 列入不良行为记录名单
D. 在一至三年内禁止参加政府采购活动","CD"
"多选题","采购人、采购代理机构有下列（ ）情形的，由财政部门责令限期改正；情节严重的，给予警告，对直接负责的主管人员和其他直接责任人员，由其行政主管部门或者有关机关给予处分，并予通报。","A. 拒收质疑供应商在法定质疑期内发出的质疑函 B. 对质疑不予答复，并不能作出合理说明
C. 质疑答复与事实明显不符，但能作出合理说明 D. 拒绝配合财政部门处理投诉事宜","ABD"
"多选题","某市财政部门受理一份投诉事项，中标人资格无 效，投诉成立影响采购结果的，该项目尚未签订政府采购合同的，应当（ ）。","A. 继续开展采购活动 B. 认定中标结果无效
C. 合格供应商依然有3家，该项目有3个中标候选人，采购人应另行确定中标供应商
D. 合格供应商只有2家，责令重新开展采购活动","BCD"
"多选题","供应商提出质疑应当提交质疑函时，应当（）","A. 提供具体质疑事项
B. 明确质疑事项相关的请求 C. 供应商提交必要的法律依据 D. 提出质疑的日期","ABCD"
"多选题","（）情况下视为投诉不成立；（）情况下对视同被投诉人放弃说明权利，依法承担不利后果。","A. 投诉供应商未提供证据
B. 被投诉方接到投诉答复通知后未对投诉事项提供证据 C. 财政部门自行收集
D. 财政部门要求当事人双方均需提供投诉事项证据","AB"
"多选题","供应商在哪些情况下可以提交质疑（）","A. 采购文件损害其权益 B. 采购过程损害其权益 C. 采购结果损害其权益 D. 采购需求损害其权益","ABCD"
"多选题","财政部门收到投诉书后，什么情况下会做出不予受理处理。（）","A. 投诉人书面申请撤回投诉
B. 投诉不符合财政部令第94号第十八条规定条件的，投诉人未按照补正期限进行补正
C. 投诉不符合财政部令第94号第十九条规定条件的，未在投诉有效期限内提起投诉
D. 投诉人已经质疑对答复不满意，在规定时间内提交投诉书","BC"
"多选题","提出政府采购投诉应当符合哪些条件？（）","A. 投诉书内容符合本办法的规定； B. 在投诉有效期限内提起投诉；
C. 同一投诉事项未经财政部门投诉处理； D. 财政部规定的其他条件。","ABCD"
"多选题","财政部门在处理投诉过程中，可以采取哪些措施？ （）","A. 进行调查取证；
B. 委托相关单位或者第三方开展调查取证； C. 组织当事人质证；
D. 鉴定相关设备。","ABCD"
"多选题","供应商在以下哪些情况可以提出质疑？（）","A. 供应商认为采购文件不符合相关法律法规规定； B. 供应商的权益受到侵害；
C. 结果公告发出后3日内提出；
D. 采购文件中技术参数是某一品牌的独有专利。","ABCD"
"判断题","供应商认为采购文件、采购过程、中标或者成交结果等不符合相关法律法规规定，其权益受到侵害 的，可以自知道或者应当知道其权益受到侵害之日起30日内提出质疑。（ ）","A. 对 B. 错","B"
"判断题","政府采购质疑的受理机构应当是采购代理机构。（ ）","A. 对 B. 错","B"
"判断题","采购人或者采购代理机构应当在收到质疑之日起7日内，对质疑事项进行调查处理并作出答复。（ ）","A. 对 B. 错","B"
"判断题","供应商对采购人或者采购代理机构的处理决定不服的，可以自收到处理决定之日起15日内向上一级政府采购监督管理部门投诉。（ ）","A. 对 B. 错","B"
"判断题","政府采购投诉的受理机关是人民法院。（ ）","A. 对 B. 错","B"
"判断题","供应商在提出质疑或者投诉时，可以匿名进行。（ ）","A. 对 B. 错","B"
"判断题","政府采购质疑和投诉处理决定书应当送达当事人。 （ ）","A. 对 B. 错","A"
"判断题","质疑供应商在投诉处理期间，可以书面撤回其投诉 。（ ）","A. 对 B. 错","A"
"判断题","如果采购人或者采购代理机构逾期未处理质疑，质疑供应商可以直接向人民法院提起诉讼。（ ）","A. 对 B. 错","B"
"判断题","财政部门在受理投诉过程中发现投诉人提交的鉴定证明材料与鉴定出具单位的答复函不一致故判定投标不成立的，应当驳回投诉。（ ）","A. 对 B. 错","A"
"判断题","政府采购供应商提出质疑和投诉应当坚持依法依规 、诚实信用原则。","A. 对 B. 错","A"
"判断题","采购人负责供应商质疑答复。采购人委托采购代理机构采购的，采购代理机构在委托授权范围内作出答复。","A. 对 B. 错","A"
"判断题","采购人、采购代理机构应当在采购文件中载明接收质疑函的方式、采购人联系电话和通讯地址等信息 。","A. 对 B. 错","B"
"判断题","代理人提出质疑和投诉，应当提交供应商签署的授权委托书。","A. 对 B. 错","A"
"判断题","供应商为自然人的，应当由本人签字。","A. 对 B. 错","A"
"判断题","以联合体形式参加政府采购活动的，其投诉应当由组成联合体的一方供应商提出。","A. 对 B. 错","B"
"判断题","采购文件可以要求供应商在法定质疑期内一次性提出针对同一采购程序环节的质疑。","A. 对 B. 错","A"
"判断题","潜在供应商已依法获取采购文件的，可以在7日内对该文件提出质疑。","A. 对 B. 错","B"
"判断题","质疑答复的内容不得涉及商业秘密。","A. 对 B. 错","A"
"判断题","质疑答复导致中标、成交结果改变的，采购人或者采购代理机构应当将有关情况书面报告本级财政部门。","A. 对 B. 错","A"
"判断题","供应商投诉的事项不得超出已质疑事项的范围，但基于质疑答复内容提出的投诉事项除外。","A. 对 B. 错","A"
"判断题","某市财政部门收到一份不属于本市项目的投诉书。在第4个工作日书面告知投诉人向有管辖权的部门提起投诉。","A. 对 B. 错","B"
"判断题","财政部门处理投诉事项原则上采用书面审查的方式 。财政部门认为有必要时，应当进行调查取证或者组织质证。","A. 对 B. 错","B"
"判断题","质证应当通知相关当事人到场，并制作质证笔录。质证笔录应当由当事人签字确认。","A. 对 B. 错","A"
"判断题","财政部门应当自收到投诉之日起30日内，对投诉事项作出处理决定。","A. 对 B. 错","B"
"判断题","财政部门收到投诉，需要对投诉事项部分内容进行检测，将所需的时间告知投诉人。","A. 对 B. 错","A"
"判断题","财政部门受理投诉后，投诉人书面申请撤回投诉 的，财政部门应当终止投诉处理程序，并书面告知相关当事人。","A. 对 B. 错","A"
"判断题","投诉人对废标行为提起的投诉事项成立的，财政部门可以认定废标行为无效。","A. 对 B. 错","B"
"判断题","财政部门应当建立投诉处理档案管理制度，并配合有关部门依法进行的监督检查。","A. 对 B. 错","A"
"判断题","质疑函和投诉书可以使用中文。质疑函和投诉书的范本，由财政部制定。","A. 对 B. 错","B"
"判断题","相关当事人提供外文书证或者外国语视听资料的，应当附有中文译本，由翻译机构盖章或者翻译人员签名。","A. 对 B. 错","A"
"判断题","相关当事人提供的在香港特别行政区、澳门特别行政区和台湾地区内形成的证据，应当履行相关的证明手续","A. 对 B. 错","A"
"判断题","本办法规定的期间开始之日，不计算在期间内。期间届满的最后一日是节假日的，以节假日后的第一日为期间届满的日期。期间不包括在途时间，质疑和投诉文书在期满前交邮的，不算过期。","A. 对 B. 错","A"
"判断题","供应商投诉按照采购人所属预算级次，由本级财政部门处理。","A. 对 B. 错","A"
"判断题","代理人提出质疑和投诉，视情况提交供应商签署的授权委托书。","A. 对 B. 错","B"
"判断题","被投诉人未按照投诉答复通知书要求提交相关证据 、依据和其他有关材料的，视同其放弃说明权利，依法承担不利后果。","A. 对 B. 错","A"
