"type","question","options","answer"
"单选题","按照法律规范的渊源划分，政府采购法律法规体系 由（）构成。","A. 法律、规章、行政规范性文件、制度
B. 法律、法规、规章、制度
C. 法律、法规、制度、规章
D. 法律、法规、规章、行政规范性文件","D"
"单选题","集中采购机构在接受采购人委托时，发现其采购需 求中要求""所投产品需与现有系统（为S品牌）无 缝对接""，而现有系统并未开放接口协议。这可能 导致只有S品牌产品或其生态内产品能满足要求。 集中采购机构的最佳应对是：","A. 按采购人要求编制采购文件。
B. 建议采购人采用单一来源方式向S公司采购。
C. 建议采购人重新评估需求，从业务目标出发描述对接功能，而非指定依赖特定品牌。
D. 拒绝接受委托。","C"
"单选题","在竞争性谈判项目中，谈判小组由采购人代表1人 和评审专家4人组成。在最终报价结束后，采购人 代表认为某供应商服务方案最优，但价格偏高，坚 持要求其再次降价。此行为：","A. 合理，旨在节约财政资金
B. 不合理，最终报价只能提交一次
C. 合理，谈判小组可自由决策
D. 不合理，但程序瑕疵可接受","B"
"单选题","A市疾控中也为应对突发公共卫生事件，急需采购一批专用检测试剂。该试剂技术复杂，不能事先计算出价格总额，且市场上供应商有限。此时，最适宜采用的采购方式是？","A. 公开招标
B. 邀请招标
C. 竞争性谈判
D. 单一来源采购","C"
"单选题","某高校采购一套价值280万元的教学软件。在招标 文件中，明确要求投标人必须具有""省级教育部口颁发的教学软件推广证书""。这一要求最可能违反了什么原则？","A. 公正原则
B. 诚实信用原则
C. 公平竞争原则
D. 保密原则","C"
"单选题","某政府采购项目，采购标的为200台电脑，每台 4000元。由于项目情况变化且时间影响，需要追加 一部分采购，选择直接对原合同进行合同变更，下 列情形合法的有0。","A. 根据项目需求变化増加3台投影仪，交货条件不变，投影仪价格另议，未超过项目批复预算
B. 根据项目需求变化增加18台电脑，交货条件不变，品牌、规格、型号、价格不变，未超过项目批复预算
C. 根据项目需求变化増加22台电脑，交货条件不变，品牌、规格、型号、价格不变，未超过项目批复预算
D. 根据项目需求变化，需増加1台电脑，要求供应商赠送，未超过项目批复预算","B"
"单选题","评审专家老张在评审一个智能化项目时，发现投标人之一是其侄子担任法定代表人的公司。他立即口头向采购人代表提出回避，但在场监督人员认为""评审己开始，临时换人影响进度，且你为人公正，无需回避""。老张的正确做法是：","A. 听从安排，继续评审，但对该公司的评分加倍谨慎
B. 不再发表意见，只进行分数计算等辅助工作
C. 坚持回避，并书面声明后退出评审现场
D. 向财政部0电话请示，按其指示行动","C"
"多选题","政府采购应当遵循的基本原则包括：","A. 公开透明原则
B. 公平竞争原则
C. 公正原则
D. 诚实信用原则
E. 讲求绩效原则","ABCD"
"多选题","下列主体中，属于《政府采购法》规定的""采购人""范畴的有：","A. 某省发展和改革委员会
B. 某市人民医院（事业单位）
C. 某大学下属的独立法人企业
D. 某区残疾人联合会
E. 使用国有资金建设项目的某国有企业","ABD"
"多选题","政府采购项目，供应商参加政府采购活动应当具备 的一般条件包括：","A. 具有独立承担刑事责任的能力
B. 具有良好的商业信誉和健全的财务会计制度
C. 具有履行合同所必需的设备和专业技术能力
D. 有依法缴纳税收和社会保障资金的良好记录
E. 参加政府采购活动前S年内，在经营活动中没有违法记录","BCD"
"多选题","政府采购项目，可切采用邀请招标方式采购的情形 有；","A. 具有特殊性，只能从有限范围的供应商处采购的
B. 采用公开招标方式的费用占政府采购项目总价值的比例过大的
C. 采用招标所需时间不能满足用户紧急需要的
D. 涉及国家安全、国家秘密的
E. 抢险救灾，不适宜公开招标的","AB"
"多选题","政府采购项目，在招标采购中，出现下列哪些情 形，应予废标？","A. 符合专业条件的供应商或者对招标文件作实质响应的供应商不足三家的
B. 出现影响采购公正的违法、违规行为的
C. 投标人的报价均超过了采购预算，采购人不能支付的。
D. 因重大变故，采购任务取消的
E. 所有投标文件均存在细微偏差，未完全响应部分技术条款","ABCD"
"多选题","政府采购项目，可以采用询价方式采购的货物，应 当满足的条件是：","A. 货物规格、标准统一
B. 现货货源充足
C. 价格变化幅度小
D. 技术参数简单
E. 采购预算金额小","ABC"
"多选题","政府采购项目，关于中标、成交通知书的法律效 力，下列说法正确的有：","A. 对采购人和中标、成交供应商均具有法律约束力
B. 中标、成交通知书发出后，采购人改变中标、成交结果的，应当
依法承担法律责任
C. 中标、成交通知书发出后，中标、成交供应商放弃中标、成交项
目的，应当依法承担法律责任
D. 中标、成交通知书是签巧政府采购合同的依据
E. 中标、成交通知书发出后，采购合同即告成立","ABCD"
"多选题","依据《政府采购法》，下列情形中，属于法定单一 来源采购适用情形的有（）。","A. 只能从唯一供应商处采购
B. 涉密的采购项目
C. 需要采购进口产品
D. 必须保证原有采购项目一致性或者服务配套的要求，需要继续从
原供应商处添购，且添购资金总额不超过原合同采购金额百分之十
E. 发生了不可预见的紧急情况不能从其他供应商处采购","ADE"
"多选题","根据政府采购法，以下部门中履行对所属预算单位 政府采购活动监督管理职责的包括（）。","A. 县财政部门
B. 国务院
C. 财政部
D. 省市自治区财政部门
E. 设区的市财政部门","ACDE"
"多选题","根据《政府采购法》，组织实施政府采购的方式有 () 0","A. 分散采购
B. 批量采购
C. 竞价采购
D. 集中采购
E. 定点采购","AD"
"多选题","政府采购项目可W不适用政府采购法的情形包括0 0","A. 涉及国家秘密的采购
B. 因严重自然灾害所实施的紧急采购
C. 使用国际组织和外国政府贷款进行的政府采购，贷款方、资金提
供方与中方达成的协议没有特殊规定
D. 涉及国家安全的采购
E. 因不可抗力事件所实施的紧急采购","ABDE"
"多选题","政府采购按照采购客体的属性不同，采购可W分为 ()o","A. 工程采购
B. 货物采购
C. 服务米购
D. 公共采购
E. 电子竞价","ABC"
"多选题","政府采购当事人是指在政府采购活动中享有权利和 承担义务的各类主体，包括（）","A. 采购人
B. 供应商
C. 采购代理机构
D. 评审专家
E. 财政监管部口","ABC"
"多选题","下列属于我国《政府采购法》规定的采购方式的是 ()","A. 递选
B. 比选
C. 邀请招标
D. 竞争性谈判
E. 询价","CDE"
"多选题","《中华人民共和国政府采购法》所称采购，是指W合同方式有偿取得货物、工程和服务的行为。下列哪个属于《中华人民共和国政府采购法》的采购行为？（)","A.捐赠 B.租赁 C.委托 D.购买 E.雇用","BCDE"
"多选题","采购人、采购代理机构对政府采购项目每项采购活动的 采购文件应当妥善保存，不得（）。","A.伪造 B.变造 C.隐匿 D. 销毁
E. 复制","ABCD"
"多选题","采购人拟采购一项""人工智能算法模型训练服务 ""，以下关于采购需求编制的做法，符合规定的 有？","A.为确保质量，要求供应商必须与指定的兰所高校之一有合作研发协议 B. 为鼓励创新，只描述需要解决的问题和达到的效能目标，不限定具体技术路线 C. 要求供应商提供项目团队人员在供应商公司至少缴纳3年的社保 D.要求供应商提供的成功案例合同金额不低于本项目预算的80% E.对涉及公共安全、隐私保护的关键参数，设置不可偏离的实质性要求","BE"
"多选题","在政府采购活动中，以下哪些行为属于供应商不良行为，可能被记入不良信用记录？","A. 中标后无正当理由不与采购人签iT合同
B. 因对招标文件理解偏差而导致的投标无效 C. 在投诉处理过程中，提供虚假证据材料 D. 按照招标文件要求提交了投标保证金，但因银行系统原因延迟到账一天 E. 擅自变更、中止或者终止政府采购合同","ACE"
"多选题","关于政府采购信息公开，下列说法正确的是：","A. 政府采购信息应当在省级以上人民政府财政部口指定的媒体上发布
B. 采购预算应当公开
C. 中标、成交结果应当公告
D. 政府采购合同应当公告
E. 涉及商业秘密的内容可以不公开","ABCDE"
"多选题","政府采购应当有助于实现的国家经济和社会发展政 策目标包括：","A. 节约能源，保护环境
B. 扶持不发达地区和少数民族地区
C. 促进中小企业发展
D. 维护国有企业垄断地位
E. 支持本国产品","ABCE"
"多选题","甲、乙、丙呈家公司为同一政府采购活动中的投标 人，兰家公司商定届时甲、乙公司放弃中标，丙公 司中标，兰家公司有可能受到的惩罚有（）。","A. 吊销营业执照
B. 列入不良行为记录名单
C. 没收违法所得
D. 在三至五年内禁止参加政府采购活动
E. 罚款","ABCE"
"多选题","关于政府采购合同订立的形式的说法，正确的有（ )","A. 当事人订立合同，应当采用口头形式
B. 电子邮件视为书面形式
C. 法律、行政法规规定采用书面形式的，应当采用书面形式
D. 书面形式仅限于合同书
E. 电报、电传不属于书面形式","BC"
"多选题","不属于《政府采购法》约束的主体范围的是（）","A. 解放军总装备部
B. 中国石油
C. 发改委宏观研究院
D. 私营企业
E. 红十字会","ABD"
"多选题","政府采购的监督检查内容主要包括哪些？（）","A. 法律、行政法规和规章的执行情况
B. 采购范围、采购方式和采购程序的执行情况
C. 政府采购人员的职业素质和专业技能
D. 集中采购机构的内部监督管理制度
E. 供应商的财务状况","ABCD"
"多选题","遏制政府采购过程中寻租行为的发生的措施正确的 是（）","A. 建立县、市、省公共资源交易中也
B. 加强对政府采购预算的管理
C. 严格规范、监督政府采购过程中采购方式的选择
D. 加强完善政府采购过程中的监督机制
E. 建设完善统一的电子化政府采购系统","BCDE"
"多选题","在以下哪些情形下，采购人可W采用单一来源方式 采购？","A. 因严重自然灾害需紧急采购，其他采购方式无法满足时间要求
B. 原有采购项目需要添购，添购资金总额不超过原合同采购金额的10%
C. 必须保证与原有项目技术功能上的一致性或服务配套的要求，需要继续从原供应商处添购，且添购资金怠额不超过原合同采购金额10%
D. 采用公开招标方式，只有两家供应商投标，经论证招标文件无歧视性条款
E. 因专利、专有技术等原因，导致只能从某一特定供应商处采购","CE"
"多选题","关于政府采购合同，下列说法正确的有？","A. 合同履行中，采购人需追加与合同标的相同的货物，在不改变合
同其他条款前提下，可与供应商协商签巧补充合同，但金额不得超
过原合同金额的20%
B. 经采购人同意，中标、成交供应商可依法将合同项下的非主体、
非关键性工作分包给他人完成
C. 政府采购合同必须采用书面形式
D. 合同签订后，采购人发现中标供应商投标时提供虚假材料谋取中
标，可以单方面宣布合同无效
E. 履约保证金不得超过政府采购合同金额的10%","BCE"
"多选题","供应商甲公司在参与""环卫车辆采购""项目时，存 在下列哪些行为，将可能被认定为""串通投标""？","A. 其项目负责人与另一投标人乙公司的技术顾问是大学同学，在投标前曾一起吃饭
B. 其投标文件与乙公司的投标文件由同一台电脑编制、打印
C. 其投标文件中夹带了写有""请关照，事成后重谢""的纸条
D. 其投标文件中的错误页码与乙公司投标文件中的错误页码完全相同
E. 甲公司按照招标文件要求，缴纳了投标保证金，乙公司因故未缴纳，甲公司出于道义，帮乙公司缴纳了投标保证金","BDE"
"多选题","在竞争性谈判过程中，谈判小组可以( )。","A. 根据谈判情况，实质性变动谈判文件中的技术、服务要求，并在
谈判时当面告知供应商
B. 在谈判结束后，要求所有继续参加谈判的供应商在规定时间肉提交最后报价
C. 统一组织所有供应商谈判，提高评审效率
D. 在谈判过程中，要求供应商解释其响应文件中含义不明确的内容
E. 根据供应商的最终得分，直接确定得分最高的供应商为成交候选人","BD"
"多选题","评审专家在评审过程中，下列哪些行为是明确禁止 的？","A. 在评审开始前，接受采购人代表关于项目背景和倾向性意见的介绍
B. 在评审现场查阅技术资料，W核实某项技术的先进性
C. 在完成自己的评分后，询问其他专家对某家供应商的打分情况
D. 因对某项评审标准理解不一致，在评审现场与其他专家进行讨论
E. 离开评审区接听电话，通话中向朋友提及正在评审某项目","ACE"
"多选题","政府采购评审专家未按照采购文件规定的评审程序 、评审方法和评审标准进行独立评审，可能承担的 法律责任包括：","A. 警告
B. 处2000元以上2万元以下罚款
C. 影响中标、成交结果的，处2万元以上5万元以下罚款
D. 禁止其参加政府采购评审活动
E. 没收违法所得","ABCDE"
"多选题","政府采购公开招标项目，在什么情况下采购人、采 购代理机构可W组织重新评审？","A. 分值汇总计算错误
B. 分项评分超出评分标准范围
C. 评标委员会成员对主观评审因素评分不一致
D. 采购人认为评审结果不理想
E. 供应商提出质疑且理由充分","AB"
"多选题","根据《政府采购法》及其实施条例，某采购人因被 行政部口处W15万元罚款，其可能存在的违法行为 有0。","A. 与供应商恶意串通投标
B. 应当公开招标但采取其了他采购方式
C. 拒绝监督检查
D. 在监督检查中提供虚假情况
E. 开标前泄露标底","ADE"
"多选题","下列哪些关于""政府采购政策""在评审中应用的说 法是正确的？","A. 对于强制采购的节能产品，未提供投标产品节能产品认证证书的，其投标无效。
B. 对于无线局域网产品，应强制采购列入《无线局域网认证产品政府采购清单》的产品
C. 在货物采购中，可以对实施优先采购的产品，给予产品价格报价争口除评审优惠。
D.专门面向中小企业采购的项目，大型企业可以作为合格供应商参与，但不可以获得中标资格。
E. 通过进口产品论证审核批复的采购项目，在采购文件中明确拒绝本国产品参与投标","AC"
"多选题","下列哪些情形，属于以不合理条件限制或排斥潜在 供应商？","A. 要求供应商提供指定检测机构出具的产品检测报告。
B. 将投标产品获得""鲁班奖""、""詹天佑奖""等特定奖项作为加分条件。
C. 求供应商进行产品现场演示。
D. 限定供应商必须采用某一特定的财务软件或管理系统。
E. 要求项目经理必须具备特定专业高级职称，而项目实际采购需求并不需要。","ABDE"
"多选题","福建省某采购人因下列哪些行为，可能受到财政部门 ""责令限期改正，给予警告""的处罚？","A. 应当公开招标的项目未经批准擅自采用竞争性谈判。
B. 在招标文件中规定供应商必须是国有企业。
C. 委托不具备政府采购代理资格的机构办理采购事务。
D. 中标通知书发出后无正当理由不与中标人签iT合同。
E. 未经批准擅自采购进口产品。","ABCDE"
"多选题","政府采购活动中，某采购人因违法违规被行政部口 处以3万元罚款，其可能存在以下（）原因。","A. 以不合理条件对供应商进行歧视待遇
B. 在招标过程中与投标人进行协商谈判
C. 开标前泄露标底
D. 发出中标通知书后无故不与中标人签订合同
E. 擅自提高采购标准","ABDE"
"多选题","甲、乙、丙呈家公司签iT的联合体投标协议约定： 因联合体造成采购人损失时，甲、乙分别承担损失 赔偿额的30%，丙承担损失赔偿额的40%。如该联合 体造成采购人损失100万元，关于责任承担的说 法，正确的是0。","A. 采购人只可以向甲主张30万元的赔偿
B. 采购人可以向乙主张100万元的赔偿
C. 采购人必须按照联合体投标协议中约定的比例分别向各成员主张赔偿额
D. 乙向采购人赔偿100万元后，可以分别向甲、丙追偿共计70万元
E. 采购人可以向联合体的任意一个成员方主张全部损失金额赔偿。","BDE"
"多选题","采购人选用采购方式时，应当考虑的因素包括（） 0","A. 市场的供应情况
B. 采购目标和原则
C. 采购客体的属性
D. 评审专家的特长
E. 法律法规赋予的权限范围","ABCE"
"多选题","使用国际组织和外国政府贷款进行的政府采购，（ )与中方达成的协议对采购的具体条件另有规定 的，可以适用其规定，但不得损害国家利益和社会 公共利益。","A. 贷款方
B. 资金提供方
C. 资金使用方
D. 金融机构
E. 担保机构","AB"
"判断题","政府采购工程进行招标投标的，必须适用《中华人民共和国招标投标法》。","A. 正确
B. 错误","A"
"判断题","采购人不得将应当W公开招标方式采购的货物或者 服务化整为零或者以其他任何方式规避公开招标采购。","A. 正确
B. 错误","A"
"判断题","询价采购中，被询价的供应商必须一次性报出不得更改的价格。","A. 正确
B. 错误","A"
"判断题","供应商认为采购文件、采购过程和中标、成交结果使自己的权益受到损害的，可W在知道或者应知其权益受到损害之日起五个工作日内，以书面形式向采购人提出质疑。","A. 正确
B. 错误","B"
"判断题","政府采购合同必须采用书面形式。","A. 正确
B. 错误","A"
"判断题","集中采购机构是非营利事业法人，根据采购人的委托办理采购事宜。","A. 正确
B. 错误","A"
"判断题","采购人可以要求参加政府采购的供应商提供有关资质证明文件和业绩情况，但不得非法限定供应商的所有制形式。","A. 正确
B. 错误","A"
"判断题","采购人与中标供应商应当在中标通知书发出之日起 兰十个工作日内签订合同。","A. 正确
B. 错误","B"
"判断题","政府采购合同的双方当事人不得擅自变更、中止或者终止合同。","A. 正确
B. 错误","A"
"判断题","任何单位和个人不得采用任何方式，阻烧和限制供 应商自由进入本地区和本行业的政府采购市场。","A. 正确
B. 错误","A"
"判断题","采购人可以在招标文件中规定，本项目不接受联合体投标。","A. 正确
B. 错误","A"
"判断题","政府采购项目采购合同签订以后，联合体成员就采 购合同约定的事项对采购人承担无限责任。","A. 正确
B. 错误","B"
"判断题","《政府采购法》规定，采购代理机构与行政机关不 得存在隶属关系或者其他利益关系。","A. 正确
B. 错误","A"
"判断题","政府采购监管部口在处理投诉事项期间，可以视具体情况书面通知被投诉人暂停采购活动，但暂停时间最长不得超过15个工作日。","A. 正确
B. 错误","B"
"判断题","国务院政府采购监督管理部门应当会同国务院有关 部门，规定政府采购合同必须具备的条款","A. 正确
B. 错误","A"
"判断题","联合体中标后，联合体各方应当共同与采购人签订合同，就采购合同约定的事项分别向采购人承担各自的责任。","A. 正确
B. 错误","B"
"判断题","政府采购工程，无论采用何种采购方式，都应落实 节能环保、扶持中小企业等政府采购政策。","A. 正确
B. 错误","A"
"判断题","对于政府购买养老服务项目，验收结果应当向狂会公告。","A. 正确
B. 错误","A"
"判断题","政府采购公开招标采购项目开标结束后，评标委员 会应当依法对投标人的资格进行审查","A. 正确
B. 错误","B"
"判断题","政府采购项目，在投标有效期内投标人撤销投标文 件的，采购人或者采购代理机构必须退还全部保证金及同期银行存款利息。","A. 正确
B. 错误","B"
"判断题","某项目采用公开招标，投标截止后，只有两家供应商递交投标文件。采购代理机构经请示采购人，认为两家供应商均具备竞争性，可以继续开标和评审。","A. 正确
B. 错误","B"
"判断题","询价小组由采购人的代表和有关专家共五人以上的单数组成，其中专家的人数不得少于成员总数的兰分之二。","A. 正确
B. 错误","B"
"判断题","谈判的任何一方不得透露与谈判有关的其他供应商的技术资料、价格和其他信息，现场采购人监督允许的除外。","A. 正确
B. 错误","B"
"判断题","对因严重自然灾害和其他不可抗力事件所实施的紧急采购和涉及国家安全和秘密的采购不适用政府采购法。","A. 正确
B. 错误","A"
"判断题","采用综合评分法的政府采购货物项目，在评审时发现所有合格投标人的报价均超过采购预算，但采购人代表确认可以支付，评审委员会应当继续评审并推荐中标候选人。","A. 正确
B. 错误","B"
"判断题","对供应商依法提出的询问，采购人或者采购代理机构应当在7个工作日内作出答复，答复的肉容可以视情况决定是否公开","A. 正确
B. 错误","B"
"判断题","某政府采购项目采用竞争性磋商方式，采购预算金额加00万元，由于采购预算金额大，代理机构将磋商文件售价定为800元/份，该行为符合政府采购相关规定。","A. 正确
B. 错误","B"
"判断题","采用最低评标价法的货物项目，如出现多个相同品牌产品由不同代理商投标的情况，应当按一家供应商计算。","A. 正确
B. 错误","A"
"判断题","某医疗设备采购项目招标文件规定，投标人必须具有""三级甲等医院同类设备供货业绩""。A公司提供的业绩合同显示其向某三甲医院供应了该类型设备，但该医院在其合同履行期间才由""王级乙等""升级为""兰级甲等""。评审委员会认定A公司不满足此项业绩要求。此认定是正确的。","A. 正确
B. 错误","B"
"判断题","招标文件规定了样品的具体评审因素，样品不纳入实质性条件范围。评审时，评标委员会发现B公司样品存在一项细微瑕疵，该瑕疵肉容不在样品评审因素范围内，B公司投标文件中承诺完全满足要求。评标委员会认为样品更反映真实水平，基于样品瑕疵，一致决定将B公司定为无效投标。此做法是合法的。","A. 正确
B. 错误","B"
