"type","question","options","answer"
"多选","为防范采购需求制定风险，采购人单位内部控制制度应要求对技术复杂、专业性强的采购项目需求进行论证。论证方式可包括？","A. 由业务部门自行确定
B. 组织相关专家或第三方机构进行咨询论证
C. 邀请潜在供应商参与讨论
D. 征求相关供应商的意见
E. 进行市场调研或向社会公开征求意见","BE"
"多选","采购人单位应建立政府采购内部问责制度。在出现下列哪些情形时，应当追究相关人员责任？","A. 未经批准擅自采购
B. 化整为零规避招标
C. 与供应商串通谋取不正当利益
D. 因重大过失导致采购无效或造成损失
E. 未按规定进行意向公开","ABCDE"
"多选题","政务信息系统政府采购项目（服务类），采用招标方式采购的，下列哪些做法不符合政府采购规定（）","A. 可以根据项目实际采用综合评分法、最低评标价法
B. 采用综合评分法，设置价格权重15%
C. 采用综合评分法，设置技术权重70%
D. 评审结束后，发现专家某项客观分评分一致全部评错（应得3分，全给了0分），采购人组织评标委员会重新评审，修正了错误","ABD"
"多选题","某政府采购谈判项目中，下列哪些行为违反政府采购相关规定（ ）","A. 采购人委派1名采购人代表组成谈判小组，同时还委派2名纪检监察等相关人员进行监督，委派1名需求部门人员进入评审现场，列席旁听。
B. 评审开始前，采购人委派的监督代表提交书面介绍材料并向谈判小组介绍项目背景和技术需求，书面介绍材料作为采购项目文件随其他文件一并存档。
C. 谈判小组报价评审结束后，采购人委派的监督代表认为某供应商报价明显低于过低，要求谈判小组对上述情况发起澄清并否则该报价；
D. 评审结束，采购人委派的监督代表现场要求复制一整套评审资料回去","ABCD"
"判断","政府采购意向公开是政府采购项目在正式启动前，向社会公众提前告知采购计划安排的信息公开行为。","A. 正确
B. 错误","A"
"判断","采购人是政府采购活动的责任主体，必须对采购过程和结果负总责，不得因委托代理机构而转移或减轻责任。","A. 正确
B. 错误","A"
"判断","福建省政府采购网上公开信息系统中的自行采购模块，其性质是采购人执行政府采购集中采购目录以外，分散采购限额标准以下的电子化操作工具和监管平台。","A. 正确
B. 错误","A"
"判断","福建省对政府采购代理机构的执业评价是定期开展的，固定为每季度一次。","A. 正确
B. 错误","B"
"判断","通过福建省政府采购网上超市采购商品，采购人无需与供应商另行签订书面合同。","A. 正确
B. 错误","B"
"判断","在采购人单位内部，对于技术复杂、专业性强的采购项目，其采购需求应当由提出需求的业务部门单独确定，以确保需求的准确性和专业性，采购归口管理部门（如采购办）不应过多干预。","A. 正确
B. 错误","B"
"判断","只要采购项目预算金额未达到政府采购分散采购限额标准，采购人就必须通过自行采购平台实施。","A. 正确
B. 错误","B"
"判断","采购意向公开的内容应当清晰完整，但对于一个包含多品目设备的打包项目，可以只公开打包后的总预算，无需公开各品目的明细预算。","A. 正确
B. 错误","B"
"判断","某政府采购公开招标项目2025年6月3日（周二）发布采购公告，获取招标文件为 6月3日-10日，6月24日开标。合计三家公司获取文件，其中甲公司3日获取文件、乙、丙公司都是8日获取文件。6月11日乙的母公司提交针对招标文件质疑函，这个属于有效质疑。","A. 正确
B. 错误","B"
"判断","福州市属单位某道路运输服务采购项目进行公开招标，在2025年9月10日组织资格审查，其中：某公司的法定代表人因个人原因2025年7月1日被列入重大税收违法案件当事人名单，应当按照资格审查不合格处理。","A. 正确
B. 错误","B"
"单选题","某省级机关办公自动化设备政府采购项目中，供应商 A 报价为 80 万元，低于其他所有有效投标人平均报价的40%，且无法提供合理成本说明。根据《关于推动解决政府采购异常低价问题的通知》（财库〔2026〕2号），该异常低价情形的认定主体是（）","A. 采购人
B. 采购代理机构
C. 评审委员会
D. 财政部门","C"
"单选题","根据《关于推动解决政府采购异常低价问题的通知》（财库〔2026〕2号），采购人设置什么情形下评审委员会应当启动异常低价投标（响应）审查程序违反文件规定（ ）：","A. 投标（响应）报价低于全部通过符合性审查供应商投标（响应）报价平均值50%的，即投标（响应）报价<全部通过符合性审查供应商投标（响应）报价平均值×50%；
B. 投标（响应）报价低于通过符合性审查的次低报价供应商投标（响应）报价55%的，即投标（响应）报价<通过符合性审查的次低报价供应商投标（响应）报价×55%；
C. 投标（响应）报价低于采购项目最高限价45%的，即投标（响应）报价<采购项目最高限价×45%；
D. 投标（响应）报价低于采购项目最高限价70%的，即投标（响应）报价<采购项目最高限价×70%；","D"
"单选题","根据财库〔2026〕2号，某医院采购一批医疗仪器，最高限价为 100 万元，4家投标人参与，全部通过符合性审查。其中供应商 A 报价为 41 万元，供应商 B 报价为78万元，供应商 C 报价为80万元，供应商 D报价为89万元。根据《通知》规 定，供应商A报价是否触发异常低价审查程序？触发依据是（）","A. 不触发，未达到审查比例标准
B. 触发，报价低于最高限价 45%
C. 触发，报价低于最高报价 50%
D. 触发，报价低于所有有效报价平均值70%","B"
"多选题","根据《关于推动解决政府采购异常低价问题的通知》（财库〔2026〕2号），评审委员会依据专业经验，参考（ ）等情 况，对报价合理性进行判断。","A. 同类项目中标（成交）价格
B. 类似产品市场价格水平
C. 协会人工费用标准
D. 国家有关部门指导行业协会发布的行业平均成本","ABD"
"多选题","根据《关于推动解决政府采购异常低价问题的通知》（财库〔2026〕2号），采购人可以引入全生命周期成本理念，在采购文件中要求供应商对约定期限内的( )等费用进行报价，作为评审因素。","A. 运营
B. 维护
C. 升级
D. 专用耗材
E. 处置报废","ABCDE"
"多选题","在异常低价审查程序中，评审委员会的下列哪些行为违反了相关规定？","A. 对于启动审查的供应商，评审委员会以“报价说明内容是否齐全”作为异常低价审查通过的标准。
B. 评审委员会认为异常低价需要澄清的内容比较简单，且已有制式示范文本，因此要求供应商在5分钟内提交盖章确认的相关材料。
C. 评审委员会经审查认为某供应商的报价不合理，虽然其报价没有出现低于全部通过符合性审查供应商投标报价平均值50%等情 况，但依然坚持启动异常低价的审查程序。
D. 审查结束后，评审委员会仅在评审报告中记录“已对异常低价进行审查”，未详细记载启动理由、审查过程、判断依据及结论。","ABD"
"判断题","根据《关于推动解决政府采购异常低价问题的通知》（财库〔2026〕2号），未设定最高限价的采购项目，以采购人评审现场确认的合理报价作为最高限价。","A. 正确
B. 错误","B"
"判断题","根据《关于推动解决政府采购异常低价问题的通知》（财库〔2026〕2号），采购人纪委部门认为项目存在异常低价的，可以要求评审委员重新进行评审。","A. 正确
B. 错误","B"
"判断题","根据《关于推动解决政府采购异常低价问题的通知》（财库〔2026〕2号），评审委员会借助互联网等渠道查询相关信息的进行异常低价审核的，可同时查询该供应商的注册资金、企业成立年限等信息用于判定供应商是否有实力履行合同。","A. 正确
B. 错误","B"
