"type","question","options","answer"
"多选题","根据《政府采购评审专家管理办法》（财库〔2016〕198号），评审专家选聘的方式包括以下哪几种（ ）","A. 公开征集 B. 单位推荐 C. 自我推荐 D. 内部指定","ABC"
"多选题","根据《政府采购评审专家管理办法》（财库〔2016〕198号），评审专家申请加入评审专家库，应当具备的基本条件包括 （）","A. 具有良好的职业道德，廉洁自律，遵纪守法
B. 具有中级专业技术职称或同等专业水平 C. 熟悉政府采购相关法律法规和政策
D. 从事相关领域工作满 8 年","ABCD"
"多选题","根据《政府采购评审专家管理办法》（财库〔2016〕198号），申请成为评审专家的人员，需提供的材料包括以下哪些（ ）","A. 证明本人身份的有效证件
B. 学历学位证书、专业技术职称证书 C. 家庭财产证明
D. 本人认为需要申请回避的信息","ABD"
"多选题","根据《政府采购评审专家管理办法》（财库〔2016〕198号），评审专家信息发生下列变化，应及时申请变更的有（）","A. 工作单位变更 B. 联系方式变更
C. 专业技术职称晋升 D. 需要回避的信息变化","ABCD"
"多选题","根据《政府采购评审专家管理办法》（财库〔2016〕198号），除采用竞争性谈判 、竞争性磋商方式采购,以及异地评审的项目外,采购人或者采购代理机构抽取评审专家的开始时间那几个是符合规定的 （）","A. 评审活动开始前3个工作日 B. 评审活动开始前2个工作日 C. 评审活动开始前1个工作日 D. 评审活动结束后","BC"
"多选题","根据《政府采购评审专家管理办法》（财库〔2016〕198号），属于采购人或采购代理机构应该完成的工作包括（ ）","A. 宣布评审工作纪律
B. 将评审纪律书面文件纳入采购文件存档 C. 提前告知专家评审结果
D. 把采购人的采购意向告知评审专家","AB"
"多选题","根据《政府采购评审专家管理办法》（财库〔2016〕198号），评标专家与参加采购活动的供应商存在下列哪些（）利害关系，应当主动回避","A. 参加采购活动前三年内,与供应商存在劳动关系
B. 参加采购活动前三年内，担任过供应商的董事、监事
C. 与供应商的法定代表人或者负责人有夫妻
、直系血亲关系
D. 与供应商有其他可能影响政府采购活动公平、公正进行的关系","ABCD"
"多选题","根据《政府采购评审专家管理办法》（财库〔2016〕198号），评审专家在政府采购评审活动中，应当履行下列义务（）","A. 客观、公正、廉洁地履行评审职责
B. 按照评审文件规定的评审标准和方法进行评审
C. 对评审过程和结果保密
D. 配合答复供应商的询问、质疑和投诉等事项","ABCD"
"多选题","根据《政府采购评审专家管理办法》（财库〔2016〕198号），评审专家不得获取劳务报酬的情形包括（）","A. 未完成评审擅自离开现场 B. 评审中有违法违规行为
C. 按时完成评审且无违规行为 D. 仅参与评审预备会议","AB"
"多选题","根据《政府采购评审专家管理办法》（财库〔2016〕198号），有下列哪些情形 的，经主管预算单位同意，可以不随机抽取评审专家（）","A. 技术复杂的采购项目,通过随机方式难以确定合适评审专家的
B. 专业性强的采购项目,通过随机方式难以确定合适评审专家的
C. 采购标的涉及投标人商业秘密，需要限定专家范围的
D. 紧急采购项目，无法按常规程序抽取专家的","AB"
"多选题","根据《政府采购评审专家管理办法》（财库〔2016〕198号），评审专家在评审过程中，发现采购文件存在歧义、重大缺陷导致评审无法进行的，错误的做法有（）","A. 停止评审并向采购人或者采购代理机构书面说明情况
B. 征求采购人意见，根据采购人意见继续评审
C. 自行修改采购文件后继续评审 D. 与供应商协商解决后继续评审","BCD"
"多选题","评审专家对评审报告内容提出异议。根据 《政府采购评审专家管理办法》（财库〔 2016〕198号），第十九条规定，下列关于评审专家行为的表述，哪些情形符合规定（）","A. 专家1对评审报告内容有异议，在报告上签署不同意见并详细写明理由签字
B. 专家2对评审报告内容有异议，但未在报告上签署任何意见，视为同意评审报告
C. 专家3因评审结论与自己的意见相悖，直接拒绝在评审报告上签字离场
D. 专家4按照少数服从多数的原则作出的最终认定结论与自己的意见相悖，按照自己意见打分，并在评审报告上签署不同意见说明理由","AB"
"多选题","根据《政府采购评审专家管理办法》（财库〔2016〕198号），关于评审专家名单管理，下列操作符合规定的有（）","A. 评审结果公告前，代理机构对评审专家名单严格保密
B. 评审活动结束后，随中标结果一并公告评审专家名单
C. 对自行选定的评审专家，在公告名单时予以标注
D. 评审前，采购人向供应商透露部分评审专
家姓名","ABC"
"多选题","根据《政府采购评审专家管理办法》（财库〔2016〕198号），关于评审专家劳务报酬支付，下列表述符合规定的有（）","A. 集中采购目录内的项目，由集中采购机构支付劳务报酬
B. 集中采购目录外的项目，由采购代理机构支付劳务报酬
C. 劳务报酬标准由省级财政部门制定
D. 中央预算单位项目按照财政部标准支付劳务报酬标准","AC"
"多选题","根据《政府采购评审专家管理办法》（财库〔2016〕198号），评审专家参加异地评审可报销的费用包括（）","A. 城市间交通费 B. 住宿费
C. 误工费
D. 市内交通费","AB"
"多选题","根据《政府采购评审专家管理办法》（财库〔2016〕198号），福建省某政府采购评审专家库中的专家陈某，近期出现下列情形，财政部门应当将其从评审专家库中解聘的有（）","A. 陈某因身体原因，无法正常参与评审工作，主动提交退出专家库的书面申请
B. 陈某因家庭原因，出国三个月看望家人 C. 陈某受到刑事处罚
D. 陈某拒绝配合答复供应商针对评审结果的质疑","ACD"
"多选题","某政府采购代理机构组织医疗设备采购项目评审，评审专家李某在评审过程中，对评审报告中的供应商得分统计提出异议，与其他专家无法达成一致。关于李某的行为及后续处理，符合规定的有（）","A. 李某拒绝在评审报告上签字，且未注明任何异议理由
B. 李某在评审报告上签字确认，同时书面注明自己的不同意见及理由，提交至采购人和代理机构
C. 李某因异议未被采纳，现场擅自离场，未完成全部评审工作
D. 李某在评审报告上签字，同时在报告备注栏标注异议内容，继续配合完成后续评审工作","BD"
"多选题","与《政府采购评审专家管理办法》（财库 〔2016〕198号）相比，《福建省政府采购评审专家管理办法》（闽财规〔2025〕 17号）在评标专家回避中进一步明确了哪些情形（ ）","A. 除文件规定情形外,评审专家对本单位的政府采购项目只能作为采购人代表参与评审活动
。
B. 各级财政部门政府采购监督管理工作人员,不得作为评审专家参与政府采购项目的评审活动。
C. 采购人及其预算主管部门的人员，不得作为评审专家参与本部门本单位或被管理预算单位政府采购项目的评审活动。
D. 除文件规定采购人可以自行选定相应专业领域的评审专家外，同一采购项目不得有两个或两个以上来自同一法人单位的评审专家。","CD"
"多选题","根据《政府采购评审专家管理办法》（财库〔2016〕198号），关于评审专家管理的特殊规定，下列表述符合规定的有（）","A. 采购人代表参与评审，管理参照本办法执行
B. 采购人委派纪检监察等相关人员进入评审现场，相关人员管理按照本办法执行
C. 国家对评审专家抽取有特殊规定的，从其规定
D. 省级财政部门可对自行选定专家的程序作出另行规定,从其规定。","ACD"
"判断题","根据《政府采购评审专家管理办法》（财库〔2016〕198号），评审专家是指经省级以上人民政府财政部门选聘,以独立身份参加政府采购评审,纳入评审专家库管理的人员。评审专家选聘、解聘、抽取、使用、监督管理适用本办法。","A. 正确 B. 错误","A"
"判断题","根据《政府采购评审专家管理办法》（财库〔2016〕198号），财政部负责制定全国统一的评审专家专业分类标准和评审专家库建设标准,建设管理国家评审专家库 。","A. 正确 B. 错误","A"
"判断题","根据《政府采购评审专家管理办法》（财库〔2016〕198号），评审专家的选聘必须采用公开征集的方式。","A. 正确 B. 错误","B"
"判断题","根据《政府采购评审专家管理办法》（财库〔2016〕198号），自行选定评审专家的,应当优先选择本单位以外的评审专家。","A. 正确 B. 错误","A"
"判断题","参加采购活动前一年内,评审专家与参加采购活动的供应商存在劳动关系,或者担任过供应商的董事、监事,或者是供应商的控股股东或实际控制人应当回避。","A. 正确 B. 错误","A"
"判断题","根据《政府采购评审专家管理办法》（财库〔2016〕198号），各级财政部门政府采购监督管理工作人员,不得作为评审专家参与政府采购项目的评审活动。","A. 正确 B. 错误","A"
"判断题","根据《政府采购评审专家管理办法》（财库〔2016〕198号），评审专家发现本人与参加采购活动的供应商有利害关系的,应当主动提出回避。采购人或者采购代理机构发现评审专家与参加采购活动的供应商有利害关系的,可以视情况要求其回避。","A. 正确 B. 错误","B"
"判断题","根据《政府采购评审专家管理办法》（财库〔2016〕198号），评审专家应当严格遵守评审工作纪律,按照客观、公正、审慎的原则,根据采购文件规定的评审程序 、评审方法和评审标准进行独立评审。","A. 正确 B. 错误","A"
"判断题","根据《政府采购评审专家管理办法》（财库〔2016〕198号），所有政府采购项目 评审专家的劳务报酬标准由采购人支付。","A. 正确 B. 错误","B"
"判断题","根据《政府采购评审专家管理办法》（财库〔2016〕198号），市级人民政府财政部门应当根据实际情况,制定本地区评审专家劳务报酬标准","A. 正确 B. 错误","B"
"判断题","根据《政府采购评审专家管理办法》（财库〔2016〕198号），评审专家工作单位 、联系方式、专业技术职称、需要回避的信息等发生变化的,应当及时向相关省级以上人民政府发改部门申请变更相关信息 。","A. 正确 B. 错误","B"
"判断题","根据《政府采购评审专家管理办法》（财库〔2016〕198号），出现评审专家缺席 、回避等情形导致评审现场专家数量不符合规定的,采购人或者采购代理机构应当及时补抽评审专家,或者经省级以上人民政府发改部门同意自行选定补足评审专家 。","A. 正确 B. 错误","B"
"判断题","某项目评标过程中，参与采购活动的供应商负责人为该项目一名评审专家的亲堂 哥，因该情形未构成评审专家与供应商法定代表人之间的利害关系，该评审专家无需回避。","A. 正确 B. 错误","B"
"判断题","根据《政府采购评审专家管理办法》（财库〔2016〕198号），某远程异地项目结果公告发布后，收到供应商对评审结果的质疑，采购代理机构要求评审专家一起协助处理质疑事项，评审专家以距离较远为由无法配合协助是合理的。","A. 正确 B. 错误","B"
"判断题","某项目评审结束，处于评审结果确认期 间，评审专家对外告知该项目评审专家名单的行为是合理，因为项目评审工作已完成。","A. 正确 B. 错误","B"
"判断题","某医院采购项目技术复杂、专业性强，通过随机方式难以确定合适评审专家的，采购人出具本单位盖章确认以上情况后，可以自行选定相应专业领域的评审专家。","A. 正确 B. 错误","B"
"判断题","某项目评审专家接受某项目未中标供应商的200元的礼品，因金额比较小，且供应商并未中标，所以不需要承担处罚。","A. 正确 B. 错误","B"
"判断题","某项目中标结果发布后，有未中标的投标人通过公告和其他公开渠道认识了该项目的评审专家张某。该评审专家张某出于好心提醒了该投标人其投标文件中出错以及和中标人有差距的地方，但拒绝了该投标人送的茶叶。上述行为不属于不良行为。","A. 正确 B. 错误","B"
"判断题","某项目中标结果发布后，有投标人认为评标委员会评审有误，对评审结果提出质疑 。某评审专家提出按照评审专家劳务报酬标准支付误工费，采购人无法支付，该专家拒绝协助配合答复供应商质疑。","A. 正确 B. 错误","B"
"判断题","某评审专家接受某供应商邀请进行授课，向供应商投标人员教授防止被认定串通投标的注意事项。","A. 正确 B. 错误","B"
