"type","question","options","answer"
"多选题","根据《福建省财政厅关于加强政府绿色采购工作的通知》，以下关于节能、环境标志产品价格扣除优惠措施的说法中，正确的有：","A. 对实施优先采购的节能、环境标志产品，给予其报价10%-20%的价格扣除。
B. 当采购标的同时包含优先采购产品和非优先采购产品时，应在采购文件中要求供应商进行分项报价。
C. 价格扣除优惠仅适用于报价中的优先采购产品部分，非优先采购产品部分不享受扣除。
D. 具体项目的价格扣除比例，应由采购人根据市场竞争状况在5%-15%的幅度内自主确定。","ABC"
"多选题","福建省某高校采购一批洗衣机，该项目属于不强制采购节能产品的范畴。根据《福建省财政厅关于加强政府绿色采购工作的通知》，在评标过程中，评标委员会需落实价格优惠政策，下列属于评标委员会正确操作的有（）","A. 先核对投标产品是否在节能产品政府采购品目清单内，且认证证书有效
B. 对符合条件的节能产品，按招标文件约定的比例计算价格扣除后的评标价
C. 若供应商未提供节能产品认证证书原件或复印件，仍可享受价格优惠
D. 将价格优惠执行情况详细记录在评标报告中，以备财政部门监督检查","ABD"
"多选题","福建省某区县住建局采购一批市政道路照明设备，项目允许节能产品和非节能产品参与投标。根据绿色采购价格优惠政策，下列情形会导致供应商丧失价格优惠资格的有（）","A. 投标产品的节能认证证书有效期已届满，且未完成续期
B. 供应商提供的节能产品型号与政府采购清单中的型号不一致
C. 供应商提供的节能认证证书的颁证机构不在市场监管总局公布范围之肉
D. 供应商提供的节能认证证书执行的标准与节能产品政府采购品目清单标明的国家标准不一致","ABCD"
"判断","福建省财政厅发布《关于加强政府采购绿色采购工作的通知》的核心目标是降低政府采购成本。","A. 正确
B. 错误","B"
"判断","政府采购应当有助于实现保护环境政策目标（）","A. 正确
B. 错误","A"
"判断","采购人应当落实保护环境等政府采购政策功能。","A. 正确
B. 错误","A"
"判断","采购人拟采购的产品属于节能产品、环境标志产品政府采购品目清单范围的，采购人及其委托的采购代理机构应当优先采购或强制采购。","A. 正确
B. 错误","A"
"判断","采购人拟采购的产品属于节能产品、环境标志产品政府采购品目清单范围的，采购人及其委托的采购代理机构应当对获得并处于有效期肉的CE认证或邸A认证的产品实施政府优先采购或强制采购。","A. 正确
B. 错误","B"
"判断","采购人拟采购的产品属于节能产品、环境标志产品政府采购品目清单范围的，采购人及其委托的采购代理机构可以优先采购或强制采购。","A. 正确
B. 错误","B"
"判断","采购人拟采购的产品属于节能产品、环境标志产品政府采购品目清单范围的，采购人及其委托的采购代理机构应当报请财政部门批准后优先采购或强制采购。","A. 正确
B. 错误","B"
"判断","采购人及其委托的采购代理机构要严格落实国家发展和改革委员会制定的商品包装、快递包装、绿色数据中心等政府采购需求标准","A. 正确
B. 错误","B"
"判断","细化绿色采购需求标准执行要求，采购项目涉及已制定需求标准的，应当根据需求标准提出的指标编制政府采购项目的采购文件。","A. 正确
B. 错误","A"
"判断","采购人及其委托的采购代理机构应当对节能产品、环境标志产品政府采购品目清单范围内，实施优先采购的产品，给予产品价格报价6%的扣除，用扣除后的价格参加评审。","A. 正确
B. 错误","B"
"判断","采购标的同时包含其它非优先采购产品的，应当在采购文件中要求供应商对优先采购产品和非优先采购产品进行分项报价，非优先采购产品的报价不得享受给予节能产品、环境标志产品的价格扣除优惠。","A. 正确
B. 错误","A"
"判断","采购标的同时包含其它非优先采购产品的，应当全部孚雙给予节能广品、环境标志广品的价格扣除优惠。","A. 正确
B. 错误","B"
"判断","采购标的同时包含其它非优先采购产品的，应当全部按一定比例享受给予节能产品、环境标志产品的价格扣除优惠。","A. 正确
B. 错误","B"
"判断","加大新能源车船采购力度。机要通信等公务用车除特殊地理环境等因素外原则上采购新能源汽车，优先采购提供新能源汽车的租赁服务。","A. 正确
B. 错误","A"
"判断","政府采购网上超市应当通过特色场馆、捜索排序、流量引导等措施，促进采购人选择绿色低碳广品。","A. 正确
B. 错误","A"
"判断","政府采购网上超市应当通过价格优惠措施，促进采购人选择绿色低碳产品。","A. 正确
B. 错误","B"
"判断","对于实行政府优先采购的产品，政府采购网上超市应当加挂标识，通过优先展示、政策提醒等方式，引导采购人落实政府绿色采购政策。","A. 正确
B. 错误","A"
"判断","在实施政府采购支持绿色建材促进建筑品质提升政策的城市，要大力发展装配式、智能化等新型建筑工业化建造方式。","A. 正确
B. 错误","A"
"判断","在实施政府采购支持绿色建材促进建筑品质 提升政策的城市，要全面建设三星级上绿色建筑。","A. 正确
B. 错误","B"
"判断","《福建省财政厅关于加强政府绿色采购工作的通知》自2024年5月1日起执行，有效期5年（）","A. 正确
B. 错误","A"
