"type","question","options","answer"
"单选题","A中学采购一批办公用品采购，通过政府采购公开招标确定了A供应商为中标人。未中标的B供应商对采购结果提出质疑，称中标人提供的部分产品不符合招标文件里的质量标准。采购代理机构经过调查核实，认定B供应商的质疑成立，这一质疑答复使得原本的中标结果需要改变。采购代理机构应当将相关情况报（ )备案。","A. 主管部门
B. 监察部门
C. 行政部门
D. 财政部门","D"
"单选题","某单位政府采购项目评审当日，A评审专家在签到后 突发疾病无法参与，B评审专家在评审前主动申明与 投标人近期存在合作需回避。采购代理机构紧急尝试 从专家库补抽，但2小时后仍未成功匹配到符合专业 要求的专家，评审现场专家数量己低于法定标准。此 时，采购代理机构应当采取的正确处理方式是（）","A. 经在场多数专家同意后，减少1名专家继续评审
B. 立即停止评审工作，封存所有投标文件，择期重新组建评审委员会
C. 由采购人单位增派2名代表加入评委会参与评审
D. 邀请现场财政监管人员作为临时专家完成评审","B"
"单选题","某政府购买服务项目，采用竞争性磋商评审时，评审委员会发现甲供应商在响应文件中对设备核也配件的规格描述不清，这可能影响对其产品适配性的判断。为确保采购公平合理，准确评估各供应商情况，评审委员会如需要供应商对投标或响应文件有关事项作出澄清的，应当（ ）","A. 要求供应商以口头形式澄清
B. 要求供应商当场立即答复
C. 给予供应商必要的反馈时间
D. 只接受书面澄清，不设时限","C"
"单选题","在某设备政府采购项目的评审过程中，评审委员会成 员在详细审查投标文件时发现，某供应商提供的安全 生产许可证（采购文件明确要求）己过有效期。依据 相关规定，该情形应被认定为资格性检查不符合要求 。这主要体现了财库〔2012) 69号文中关于评审委员 会应（）的要求。","A. 对供应商的价格分等客观评分项的评分应当一致
B. 对其他需要借助专业知识评判的主观评分项，应当严格按照评分细
则公正评分
C. 推荐中标或成交候选供应商，并按照顺序排列
D. 对所有投标或响应文件逐一进行资格性、符合性检查","D"
"单选题","在某服务类政府采购项目评审过程中，评审委员会成 员发现某供应商在其投标文件中提供的业绩证明材料 存在虚假情况，经仔细核查确认无误。此时评审委员 会正确的处理方式是（）","A. 直接取消该供应商的投标资格，继续完成其他供应商的评审工作
B. 记录下该情况，等评审结束后口头告知采购人
C. 及时向采购人或采购代理机构报告该供应商提供虚假材料的违法违
规行为
D. 忽略该情况，按照正常流程完成评审，保证项目按时推进","C"
"单选题","某大型设备采购项目，专家抽取结束后在采购结果确 定前，采购人将该名单透露给了参与投标的一家供应 商。以下说法正确的是（）","A. 这有助于供应商提前与专家沟通，使评审更高效
B. 该行为违反了政府采购相关规定，采购人需承担相应法律责任
C. 对采购流程没有实质影响，不用过于关注
D. 只需对采购人进行批评教育，采购项目可按原计划进行","B"
"单选题","国家税务怠局福建省税务局因集中采购目录内的业务 需要，需要进行税务平台运维服务政府采购，该单位 可以从以下哪个平台抽取评审专家？（）","A. 直接从本地发改专家库
B. 从国家税务总局内部专家库直接指定
C. 省级财政部门专家库
D. 向社会公开招募技术专家","C"
"单选题","在某医院综合楼绿色建材采购项目复核过程中，采购 人、采购代理机构发现评委对于A供应商的评分情况 存在崎高、崎低的重大差异情况。现依据相关规定， 采购人、采购代理机构应组织评审委员会（）。","A. 对评审数据进行校对、核对，对崎高、崎低的重大差异评分应当按
照采购文件评审
B.对评审数据进行校对、核对，对崎高、崎低的重大差异评分可以重新评审，
对评审数据进行校对、核对，对崎高、崎低的重大差异评分可以提示评审委员会复核或书面说明理由
D.独立评审并对评审意见承担个人责任","C"
"单选题","供应商对评审结果提出质疑，认为其在技术评分中被 严重低估，要求重新评审。采购人拟组织原评审委员 会协助处理质疑。但原评审委员会7名专家中，有2名 专家因出国无法到场，针对上述复杂情形，下列哪一 处理方案符合文件要求？（）","A. 采购人直接组织剩余日名原评委处理质疑，对供应商评分进行修正
并出具处理意见，无需考虑缺席评委意见。
B. 采购人应等待2名缺席评委回国后再组织完整的7名原评委处理质
疑，确保原评审委员会完整性。
C. 采购人组织剩余5名原评委处理质疑，在形成处理意见前通过书面
形式征询2名缺席评委意见，综合所有原评委意见后出具最终处理结果。
D. 采购人应重新抽取2名新专家补充进入评审委员会，与剩余5名原评
委共同组成7人委员会处理质疑。","C"
"单选题","在某高校教学设备政府采购项目评审现场，一名评审 专家在评审过程中多次接听电话，并在与其他专家交 流时，暗示其倾向于某特定供应商。采购人现场监督 的代表和代理机构工作人员多次提醒无效。对于此类 评审专家违反评审工作纪律的行为，最终应当由（ )依法进行调查处理。","A. 负责该评审现场组织协调的公共资源交易中也
B. 组织本次采购活动的采购代理机构
C. 对评审现场实施监督的纪检监察部口
D. 对政府采购活动负有监督管理的财政部口","D"
"单选题","根据《财政部关于进一步规范政府采购评审工作有关 问题的通知》（财库〔2012) 69号），中央驻京外单 位抽取评审专家时，不可向下列哪一级财政部门的专 家库申请？","A. 直辖市财政部门专家库
B. 省级财政部门专家库
C. 财政部统一建设的中央本级专家库
D. 所在地县级财政部门专家库","D"
"判断题","政府采购项目中持不同意见的评审委员会成员应当在 评审报告上签署不同意见并说明理由，否则视为同意（）","A. 正确
B. 错误","A"
"判断题","在F省Z市医院的医疗采购项目中，评审委员会推荐采 购人代表担任评审委员会组长。（）","A. 正确
B. 错误","B"
"判断题","在政府采购活动中，评审委员会成员应当依法协商评 审。（）","A. 正确
B. 错误","B"
"判断题","政府采购项目中，与评审工作无关的人员不得进入评 审现场。（）","A. 正确
B. 错误","A"
"判断题","某政府采购项目正在进行，供应商A发现自己的投标 文件里有一处关键数据填写错误，于是在澄清环节对 这一关键数据进行了大幅修改，试图让报价更有竞争 力。供应商A这种通过澄清实质性改变投标文件内容 的做法正确。（）","A. 正确
B. 错误","B"
"判断题","在某政府采购项目的评审过程中，对于甲供应商的商 务部分的某客观评分项得分问题，评审委员会成员A 认为可根据自己对市场情况的判断对评分进行微 调，成员B则坚持各评审委员会成员应当保持一致。 成员B的观点正确。（）","A. 正确
B. 错误","A"
"判断题","政府采购项目中，采购人需要在评审前介绍项目背景 和技术需求的书面材料无需作为采购项目文件存档。( )","A. 正确
B. 错误","B"
"判断题","在某高校物业政府采购项目中，采购人委派代表参加 评审委员会，向采购代理机构出具授权函。（）","A. 正确
B. 错误","A"
"判断题","在某大型政府采购项目评审结束后，评审委员会成员 李某某认为评审资料里有很多专业知识和评审技巧， 想记录下来并复制一份带走，以便日后个人学习提升 。该专家的做法符合采购评审的相关规定。（）","A. 正确
B. 错误","B"
"判断题","在某高校教学设备采购项目的评审过程中，评审委员 会成员赵教授与其中一家供应商的负责人是多年好友 。在评审期间，赵教授多次向其他成员提及该供应商 的产品优势，试图引导评审倾向。赵教授这种行为符 合评审工作的要求。（）","A. 正确
B. 错误","B"
"判断题","政府采购项目中，各级行政主管部门负责对违反评审 工作纪律的行为依法进行处理。（）","A. 正确
B. 错误","B"
"判断题","某医院准备进行一批医疗设备的政府采购招标，在评 审开始前，采购人觉得采购文件里对项目背景的描述 不够详细，担也评审委员会成员不能充分理解项目需 求。于是，采购人在介绍项目背景时，自行增加了一 些关于设备后续升级方向以及企业自身特殊的使用习 惯等采购文件未涉及的内容。采购人的这种做法符合 相关规定。（）","A. 正确
B. 错误","B"
"判断题","在某政府组织的办公家具政府采购项目评审结束后， 评审委员会按照规定对评分汇总情况开展了复核工作。在复核过程中，成员们认为只需大致核对一下总分，对于排名第一且报价最低的供应商A，觉得其得分和报价合理，无需像对待其他供应商一样进行重点复核。评审委员会的这种做法符合采购评审的相关要求。（）","A. 正确
B. 错误","B"
"判断题","在某市公立医院医疗器械政府采购项目中，供应商A 对中标结果提出质疑，采购人经过认真调查核实后给 予了答复，且该质疑答复导致原中标结果被改变。项 目负责人认为既然己经处理完质疑并变更了结果，就 不需要再向财政部口等相关部口进行备案了。这种做 法符合政府采购的相关规定。（）","A. 正确
B. 错误","B"
"判断题","在政府采购综合评审中，招标文件要求提供租赁合 同，评标委员会在评审时发现绝大多数投标文件提供 租赁合同和转账凭证佐证，故评标委员会认为租赁合 同无法证明产生了实际交易，还应提供转账凭证佐证 。未提供转账凭证佐证的供应商该项不得分。（）","A. 正确
B. 错误","B"
"判断题","F市交通局组织的公共交通设施政府采购项目评审工 作开始前，采购人按照既定规定，要求评审专家将手 机统一交由采购人保管，W防止评审过程中出现信息 泄露等违规情况。其中评审专家张教授W个人习惯为 由，坚决拒不上交手机。采购人依据相关规定，拒绝 了张教授参加本次评审工作。该做法正确。（）","A. 正确
B. 错误","A"
"判断题","在某科研机构的高端仪器政府采购项目评审过程中， 一位评审专家因突发紧急事务无法继续参与评审，且 短时间肉无法及时补齐。采购人当机立断停止了正在 进行的评审工作，安排工作人员对己评审的文件进行 封存处理，并计划在合适时间重新组建评审委员会重 新开展评审。这一做法正确。（）","A. 正确
B. 错误","A"
"判断题","在某单位智慧城市建设政府采购项目评审环节，专家 张某因突发疾病临时缺席，此时距离原定评审结束时 间已较近，且短时间肉无法及时补足。采购人经过慎 重考虑，在综合评估项目复杂程度和剩余专家专业能力后，认为减少专家数量不影响评审公正性，便同意酌情减少评审专家数量继续开展评审工作。这种做法正确（）","A. 正确
B. 错误","B"
"判断题","某政府采购项目评审过程中，评审委员会发现采购文件的技术参数设置存在明显倾向性，可能排斥潜在供应商，但评审工作仍可继续进行。评审委员会认为该问题虽属""肉容违反国家有关规定""，但未达到""重大缺陷导致评审工作无法进行""的程度，遂决定继续完成评审，同时在评审报告中注明该问题并建议采购人今后加以改进。","A. 正确
B. 错误","B"
"判断题","某校办公场地绿化养护服务政府采购招标，在评审活 动开始前，采购人为确保评审委员会清楚目前绿化养 护服务供应商的工作配合状况，比如平时修剪树木是 否及时、窺灌花草是否按时等。采购人就向评审委员 会介绍起了现有服务供应商的配合情况。该做法正确。()","A. 正确
B. 错误","B"
"判断题","在某政府采购评审中，评审专家张教授发现采购文件 里设备安全性能指标与国家新强制性安全标准冲突， 按此采购设备不达标，有安全隐患。但他因评审己进 行一部分，为不耽误进度，决定继续评审，仅打算在 报告备注。张教授此做法符合采购评审规定。（）","A. 正确
B. 错误","B"
"多选题","根据财库(2012) 69号文，采购人、采购代理机构和 评审委员会在评审工作中，要依法（），并自觉接 受各级财政部门的监督。","A. 相互合作
B. 相互监督
C. 相互制约
D. 相互通融","BC"
"多选题","政府采购项目中，评审委员会成员和评审工作有关人 员不得有下列哪些行为？（）","A. 明示或者暗示其倾向性、引导性意见
B. 征询采购人代表的倾向性意见
C. 协商评分
D. 记录、复制或带走任何评审资料","ABCD"
"多选题","采购人、采购代理机构在组织政府采购项目评审时， 应履行以下哪些职责？（）","A. 核实评审委员会成员身份，告知回避要求
B. 宣布评审工作纪律和程序
C. 根据评审委员会的要求解释采购文件
D. 对评审专家的专业技术水平、职业道德素质等进行评价","ABCD"
"多选题","政府采购的评审活动应坚持的原则，包括以下哪些内 容（）","A. 客观
B. 公正
C 审悍
D. 服从采购人指示","ABC"
"多选题","某市信息中屯、网络设备采购项目评审结束后，未中标 供应商D公司向代理机构提出质疑，要求提供评审现 场的详细讨论记录、各评委打分明细及评审委员会成 员名单，以核实评审公正性。根据《财政部关于进一 步规范政府采购评审工作有关问题的通知》（财库（ 2012) 69号），下列关于代理机构应遵循的保密要求 中，正确的有（）。","A. 评审活动应在严格保密下进行
B. 在采购结果确定前需保密评审委员会名单
C. 评审中获悉的商业秘密负有保密责任
D. 评审情况可以随意对外讨论","ABC"
"多选题","某高校""智慧校园信息系统""政府采购公开招标项目 评审前，采购人代表张某口头说单位派其为代表进入 评审现场。在身份核验时，张某被要求出示正式授权 函；推选组长时，有专家提议由张某担任；评审中， 张某手机多次响起。上述情景中，张某及采购代理机 构必须遵守的规范是（）。","A. 采购人需向代理机构出具正式授权函
B. 采购人代表有权担任评审委员会组长
C. 采购人代表须遵守评审纪律，通讯工具应交由统一保管
D. 采购人代表可携带通讯工具进入评审现场","AC"
"多选题","在政府采购评审工作中，持不同意见的评审委员会成 员应当（）","A. 保持沉默
B. 在评审报告上签署不同意见
C. 说明理由
D. 视为同意评审结论","BC"
"多选题","政府采购项目中，采购人、采购代理机构要确保评审 活动在严格保密的情况下进行，需求进行保密的情况 包括（）。","A.在采购结果确定前评审委员会名单
B. 评审情况
C. 在评审过程中获悉的国家秘密、商业秘密
D. 己公告的中标结果","ABC"
"多选题","政府采购项目中，评审委员会成员要依法独立评审， 并对评审意见承担个人责任。这要求评审委员会成员 ()","A. 可以听从采购人意见
B. 要依法独立评审
C. 对自己的评审意见负责
D. 存在争议时，可不在评审报告上签署不同意见","BC"
"多选题","下列哪些资料必须作为政府采购项目文件一并存档？","A. 全过程录音录像资料
B. 采购人书面介绍材料
C. 专家费用签收表
D. 合同的专家审查建议","AB"
"多选题","在某省政府采购项目评审准备阶段，发生下列法定情 形。根据《财政部关于进一步规范政府采购评审工作 有关问题的通知》（财库[2012]關号），采购代理 机构必须启动补抽专家程序的是（）。","A. 己确认的评审专家在评审开始前1小时来电，因突发疾病无法参加
评审
B. 己签到专家在评审开始前，发现自己与某供应商的法定代表人有近
姻亲关系，主动提出回避
C. 采购人代表认为一名评审专家的专业水平不足W胜任本次评审工作
D. 评审专家在前往评审现场的途中接到单位紧急会议通知，告知代理
机构无法参加评审","ABD"
"多选题","政府采购项目，评审委员会成员应根据政府采购法律 法规和采购文件进行评审，具体要求包括（）","A. 熟悉和理解采购文件
B. 认真阅读所有供应商的投标或响应文件
C. 对所有投标或响应文件逐一进行资格性、符合性检查
D. 按采购文件规定的评审方法和标准进行比较和评价","ABCD"
"多选题","在政府采购项目评审工作中，采购人、采购代理机构 要对评审数据进行校对、核对，对（）的重大差异 评分可以提示评审委员会复核或书面说明理由。","A. 崎高
B. 崎低
C. 所有
D. 平均","AB"
"多选题","某高校""实验设备政府采购项目""竞争性谈判项目 中，评审委员会发现供应商A、B的响应文件技术方案 异常雷同，且AB供应商提供同一产品型号的检测报告 的编号不一致。此时，评审委员会应依据相关规定， 就（）等行为及时向采购代理机构报告。","A. 提供虚假材料
B. 串通
C. 报价略高
D. 履约能力一般","AB"
"多选题","关于政府采购项目评审工作中的澄清，下列说法正确 的是（）。","A. 可以接受供应商主动提出的澄清和解释
B. 澄清不得超出投标或响应文件的范围
C. 澄清不得实质性改变投标或响应文件的肉容
D. 可以对不同供应商采取不同的澄清标准","BC"
"多选题","政府采购项目出现下列哪些情形时，评审委员会应当 现场修改评审结果并在报告中记载？","A. 客观分评分不一致
B. 分值汇总计算错误
C. 资格性检查认定错误
D. 采购人口头要求的事项","ABC"
"多选题","某市""AI影像诊断系统""政府采购项目评审结束次 日，发现以下情形，哪些属财库〔2012) 69号文规定 的""可现场修改评审结果""的情形？（）","A. 客观分""软件著作权""项7名评委给分不一致
B. 将A供应商5分误加为5. 5分导致汇总错误
C. 技术分某评委超出评分细则上限1分
D. 资格性检查误将有效医疗器械经营许可证判为不合格","ABCD"
"多选题","""智能安检仪""政府采购项目中，评审现场需要供应 商进行澄清，下列哪些做法合规？（）","A. 给需要澄清的供应商统一50分钟得澄清反馈时间
B. 要求供应商补充提交其投标文件中未包含的原厂授权书
C. 仅要求供应商A对其投标文件中""检测报告""页码错位这一明显文
字错误作出书面说明
D. 建议供应商B将其最终报价下浮5%以増强竞争力","AC"
"多选题","在某高校""智慧校园""平台建设政府采购项目公开招 标的评审阶段，采购代理机构工作人员在评审现场入 口核对人员身份。根据《财政部关于进一步规范政府 采购评审工作有关问题的通知》（财库〔2012) 69号）及相关政府采购法律法规，下列哪些人员按规 定不得进入本次评审现场？（）","A. 未获得采购人授权的审计处的纪检监察人员
B. 己提交投标文件的某供应商代表，希望进入现场观摩评审过程
C. 采购人正式委派并出具授权函的评审代表
D. 采购人为了确保程序公正，特意邀请的公证处工作人员","ABD"
"多选题","某市""智慧医疗平台""政府采购项目评审结束后，代 理机构在复核评标报告时发现：排名第一的A公司技 术得分存在计算误差，报价最低的B公司资格证明文 件有争议，C公司因技术参数偏离被作无效标处理但 未说明具体条款。此时，评审委员会应按照财库〔 2012) 69号文规定，重点复核的肉容包括（）","A. 排名第一的A公司评分汇总
B. 报价最低的B公司投标文件有效性
C. 被认定为无效标的C公司判定依据
D. 所有未中标供应商的评审记录","ABC"
"多选题","某省气象局采购一套""气象大数据分析平台""，因项目专业特殊，本地专家库资源不足，需从邻省财政部门专家库抽取1名专家。采购代理机构项目负责人王某安排助理小李办理此事。下列做法中，符合《财政部关于进一步规范政府采购评审工作有关问题的通知》（财库(2012) 69号）规定的有（）","A. 小李在抽取专家前，电话向本级财政部口工作人员进行了口头报备
B. 在抽取专家前，向本级财政部门提交了书面备案材料
C. 为节省时间，先从邻省库中完成抽取，事后向财政部门补交了情况说明
D. 经向本级财政部门备案后，从邻省财政部口专家库中随机抽取专家","BD"
"多选题","某政府采购项目进行公开招标评审，以下行为中，下 列行为违反评审纪律的是（）","A. 评审委员会成员老张在评审间隙，与采购人代表小声讨论某供应商
报价偏低，暗示该供应商可能存在低价恶性竞争
B. 评审工作有关人员小李发现采购文件中评审方法部分表述不够清
晰，为使评审更合理，自行对评审方法进行了细化完善
C. 评审委员会成员老赵在打分时，觉得某供应商方案不错，但担也分
数过高引起争议，便与其他成员协商，统一降低该供应商评分
D. 评审结束后，评审工作有关人员小周将一份评审资料复印留存，准
备后续研究参考。","ABCD"
"多选题","某政府采购项目进行评审，以下关于评审行为和结果 处理的说法，正确的有？（）","A. 评审委员会成员必须严格按照采购文件确定的评审程序、评审方法
、评审因素和评审标准进行评审，不得擅自更改。
B. 在评审过程中，评审委员会成员小吴发现采购文件中的评审标准存
在一定模糊性，为了更公平公正评审，他自行对评审标准进行了细
化，并告知其他成员按照新标准评审。
C. 评审结果汇总后，且评审委员会还未离开评审现场时，发现某供应商的客观分评分与其他成员评分差异较大，经核查是评分错误，评审委员会现场修改了该供应商的客观分评分，并在评审报告中详细记载修改原因和过程。
D. 采购代理机构工作人员小郑在评审现场，看到某供应商代表与评审
委员会成员有私下交流，便提醒评审委员会成员注意保持评审的公正
性和独立性，避免受到不当影响。","ACD"
