"type","question","options","answer"
"判断题","福建省某市级单位拟采购办公楼外墙单独修缮项目，预算 金额为180万元。本项目应采用政府采购方式，如竞争性 谈判、竞争性磋商或单一来源采购。","A. 正确
B. 错误","A"
"判断题","所有政府采购工程项目，无论是否依法进行招标，都应当 落实支持绿色发展等政府采购政策功能。","A. 正确
B. 错误","A"
"判断题","福建省某省级单位拟采购食堂修缮项目，预算金额为150 万元，本项目无须落实中小企业发展政府采购政策功能。","A. 正确
B. 错误","B"
"判断题","福建省某省级单位拟采购一批设备，预算金额为95万元， 该设备不在集中采购目录内，由于未达到100万元的省级 分散采购限额，年累计金额也未达到限额，该单位可以根 据单位采购内控制度规定完成采购。","A. 正确
B. 错误","A"
"判断题","福建省某省级单位拟采购一批图形工作站，预算金额为4 万元，低于分散采购限额标准，因此可以自行采购。","A. 正确
B. 错误","B"
"判断题","未依法独立设置集中采购机构的地区，集中采购机构以外 的采购代理机构可接受委托代理集中采购目录内达到限额 标准的项目。","A. 正确
B. 错误","A"
"判断题","福建省某省级单位可以委托集中采购机构以外的采购代理 机构代理采购预算金额60万元的乘用车。","A. 正确
B. 错误","B"
"判断题","福建省某省级单位可以委托集中采购机构以外的采购代理 机构代理采购预算金额60万元的复印机。","A. 正确
B. 错误","B"
"判断题","福建省省级预算主管部门结合自身业务特点，将本部门、 本系统基于业务需要有特殊要求，可统一采购的项目确定 为部门集中采购项目，书面报省财政厅备案后实施。备案 材料应包含采购品目、采购方式、资金预算、内部使用范 围、拟委托代理机构、实施频率等项目基本情况。","A. 正确
B. 错误","A"
"判断题","福建省市县级货物、服务项目公开招标数额标准为200万 元，某代理机构代理县级300万元服务项目，经采购人同 意后可采用邀请招标方式。","A. 正确
B. 错误","B"
"判断题","福建省某市级单位拟采购一批预算为220万元的货物，采 购人可以采用公开招标以外的采购方式，且无需报财政部门审批。","A. 正确
B. 错误","B"
"判断题","福建省某省属高校拟采购一批复印纸，预算金额为2.8万 元，属于小额零星采购。采购人应实行框架协议采购。","A. 正确
B. 错误","A"
"判断题","福建省某县级机关计划采购单项金额210万元的办公家 具，因当地未设立集中采购机构，该机关可将此项目委托 省级集中采购机构代理采购或其他市集中采购机构代理采购。","A. 正确
B. 错误","A"
"判断题","将单次采购预算达限额标准的同一品目货物拆分为3次采 购，每次未达限额，属于违反《福建省财政厅关于印发福 建省政府集中采购目录及限额标准的通知》的规定。","A. 正确
B. 错误","A"
"判断题","将集中采购目录内达金额标准的服务项目拆分为多个未达 标准的子项目，属于违反《福建省财政厅关于印发福建省 政府集中采购目录及限额标准的通知》的规定。","A. 正确
B. 错误","A"
"判断题","福建省某省级单位可以委托集中采购机构以外的采购代理 机构代理采购预算金额60万元的网络接入服务项目。","A. 正确
B. 错误","A"
"判断题","福建省某省级单位年初部门预算编列采购一批计算机，预 算金额200万元，采用询价方式进行采购，采购完后，由 于工作需要，调整预算后，并再次采用询价采购方式采购 了一批计算机，项目预算为250万元的计算机。","A. 正确
B. 错误","A"
"判断题","福建省某省级单位年初部门预算编列采购一批计算机，预 算金额200万元，尚未实施采购，由于工作需要，追加采 购一批计算机，预算金额200万元，公开招标数额标准为 400万元，实施过程中，分两次对计算机分别实施询价采购。","A. 正确
B. 错误","B"
"判断题","福建省某省级预算单位因业务发展需要，计划新增2辆新 能源乘用车作为公务用车，经财务部门核算，该批新能源 乘用车单项采购预算为每辆25万元，2辆累计采购预算50 万元。新能源车属于新能源相关特殊品类，无需委托集中 采购机构代理采购。","A. 正确
B. 错误","B"
"判断题","福建省某省级高校可以委托集中采购机构以外的采购代理 机构采购一批预算金额100万元的科研专用投影仪。","A. 正确
B. 错误","A"
"判断题","福建省某市政务服务中心拟采购云计算服务，预算金额 300万元，用于搭建政务数据平台，应当委托集中采购代 理机构采用公开招标方式进行采购。","A. 正确
B. 错误","A"
"判断题","福建省某省级单位计划采购一批预算为45万元的服务器， 根据《福建省财政厅关于印发福建省政府集中采购目录及 限额标准的通知》规定，必须委托集中采购机构代理采购 。","A. 正确
B. 错误","B"
