"type","question","options","answer"
"单选题","某代理机构2025年诚信评价被扣分情况如下：3月因责令整改扣10分（期限3个月），5月又因同类问题扣10分。该机构两次诚信扣分累计分值为多少？","A. 10分
B. 20分
C. 30分
D. 40分","C"
"单选题","某代理机构备案专职人员6人（2025年1月1日系统数据），2025年专业知识测试应参考人数按备案人员70%（有余数向上取整）确定，且最低参考人数不低于上一年度项目数对应的标准（上一年度政府采购项目数180个）。该机构2025年专业知识测试最少需多少人参加？","A. 4人
B. 5人
C. 6人
D. 7人","B"
"单选题","某代理机构2025年综合评价各部分得分：诚信50分（无扣分）、业绩25分（满分）、专业知识18分。该机构是否符合附加分启用条件，若符合附加分最高可得多少？","A. 不符合，0分
B. 符合，5分
C. 符合，8分
D. 符合，10分","D"
"单选题","某代理机构2025年综合评价总得分为98分，其中诚信评价50分（无扣分）、业绩25分（满分）、专业知识18分、企业基本情况5分，附加分0分。该机构综合评价等级为多少？","A. A级
B. A+级
C. B级
D. C级","A"
"单选题","某代理机构2025年10月诚信评价被扣15分（期限6个月），2025年11月完成1个符合要求的政府采购项目。该机构2025年11月业绩分值是否增加？","A. 增加，加2分
B. 增加，加4分
C. 不增加
D. 增加，加1分","C"
"多选题","福建省政府采购代理机构执业综合评价包括以下哪些部分？（ ）","A. 诚信评价
B. 业绩评价
C. 专业知识评价
D. 企业基本情况
E. 附加分","ABCDE"
"多选题","在参加政府采购普法测试过程中存在以下哪些情形，视为代理机构严重违规失信行为？（ ）","A. 作弊
B. 替考
C. 代考
D. 缺考
E. 迟到","ABC"
"多选题","代理机构企业基本情况由代理机构如实填报，包括以下哪些情况？（ ）","A. 登记情况
B. 配置情况
C. 管理情况
D. 经营情况
E. 违规情况","ABCD"
"多选题","当诚信评价扣分达到一定分值时，系统会对代理机构进行标注，分为“较大失信企业”和“严重失信企业”，以下哪些属于“严重失信企业”的情形？（ ）","A. 当诚信评价扣分值为10分
B. 当诚信评价扣分值为15分
C. 当诚信评价扣分值为30分
D. 当诚信评价扣分值为50分
E. 当诚信评价扣分值为40分","CD"
"多选题","当诚信评价扣分达到一定分值时，系统会对代理机构进行标注，分为“较大失信企业”和“严重失信企业”，以下哪些属于“严重失信企业”的情形？（ ）","A. 当诚信评价扣分值为10分
B. 当诚信评价扣分值为15分
C. 当诚信评价扣分值为30分
D. 当诚信评价扣分值为50分
E. 当诚信评价扣分值为40分","CDE"
"多选题","业绩评价是对代理机构承接并按规定完成代理政府采购项目进行的客观评价，以下关于业绩评价的说法正确的有？（ ）","A. 所有代理机构的业绩评价分值均从0开始累计
B. 业绩评价分达到-20分的，系统将自动暂停代理机构系统账号操作权限
C. 每个项目在完成合同签订且质疑、投诉有效期过后计入业绩分
D. 每个自然年度内完成的项目数量以项目结束时间为准；次年度1月1日起重新计算项目数
E. 业绩评价分达到-10分的，系统将自动暂停代理机构系统账号操作权限","ABCD"
"多选题","业绩评价是对代理机构承接并按规定完成代理政府采购项目进行的客观评价，以下关于业绩评价的说法正确的有？（ ）","A. 每年1月1日至12月31日期间，没有承接代理政府采购项目的扣10分（当年7月1日之后备案的代理机构除外）
B. 每年1月1日至12月31日期间，承接代理 1-5个政府采购项目的不扣分也不加分
C. 代理机构在诚信失分期间，业绩分值不增加
D. 当代理机构业绩评价分为负数时，每承接完成1个政府采购项目的加业绩分2分，直至业绩评价分归（）
E. 代理机构在诚信失分期间，增加业绩分值减半计算","ABCD"
"多选题","专业知识评价采取线上测试方式，以下关于专业知识评价的说法正确的有？（ ）","A. 每年1次，测试时间为每年4月1日至20 日
B. 代理机构备案入库的专职人员不得少于 5人
C. 当参加测试人数小于代理机构最低应参考人数时，代理机构成绩记0分
D. 代理机构被处罚暂停代理资格的，从期满后的下个月起，可以重新通过备案入库的测试获取专业知识评价分
E. 当参加测试人数小于代理机构备案专职人员数量70%时，代理机构成绩记0分","ABCD"
"多选题","专业知识评价采取线上测试方式，以下关于专业知识评价的说法正确的有？（ ）","A. 每年1次，测试时间为每年4月1日至20日
B. 代理机构备案入库的专职人员不得少于 6人
C. 准备备案入库的代理机构在完成系统注册后参加除每年4月份外每个月1号-20号进行的测试，最少5名专职人员参加，测试分数应达到80分以上
D. 在参加政府采购普法测试过程中存在作弊、替考、代考情形的，视为代理机构严重违规失信行为，将予以诚信扣15分的处罚，期限6个月，同时专业知识成绩记0分
E. 代理机构被处罚暂停代理资格的，处罚之日起，可以重新通过备案入库的测试获取专业知识评价分","ACD"
"多选题","项目采购人和评审专家对代理机构线上评价线上评价为百分制，区分四个层级，以下说法正确的有？（ ）","A. 91分及以上为很满意
B. 70-90分为基本满意
C. 60-69分为一般
D. 60分以下为较差
E. 70-89分为基本满意","CDE"
"多选题","诚信评价实行扣分制，以下关于诚信扣分的说法正确的有？（ ）","A. 所有代理机构的诚信评价基础分均为50分
B. 对应行政处罚警告以下（不含）及责令整改的情形，诚信扣10分，期限3个月
C. 对应行政处罚警告以上（含）的情形，诚信扣15分，期限6个月，到期所扣分值自动返还
D. 在诚信扣分期限内再次出现诚信扣分情况，所扣分值翻倍
E. 诚信评价被扣分，附加分清零","ABCDE"
"多选题","当诚信评价扣分达到一定分值时，系统会对代理机构进行标注，以下说法正确的有？（ ）","A. 当诚信评价扣分达到15分时，系统对该代理机构标注为“较大失信企业”
B. 当诚信评价扣分超过30分时，系统对该代理机构标注为“严重失信企业”
C. 当诚信评价扣分达到30分时，系统对该代理机构标注为“严重失信企业”
D. 当诚信评价扣分达到20分时，系统对该代理机构标注为“严重失信企业”
E. 当诚信评价扣分达到10分时，系统对该代理机构标注为“较大失信企业”","ABC"
"多选题","业绩评价是对代理机构承接并按规定完成代理政府采购项目进行的客观评价，以下关于业绩评价的说法正确的有？（ ）","A. 所有代理机构的业绩评价分值均从0开始累计
B. 每年1月1日至12月31日期间，没有承接代理政府采购项目的扣10分（当年7月1日之后备案的代理机构除外）
C. 每年1月1日至12月31日期间，承接代理1-5 个政府采购项目的不扣分也不加分
D. 每个项目在完成合同签订且质疑、投诉有效期过后计入业绩分
E. 代理机构在诚信失分期间，业绩分值不增加","ABCDE"
"多选题","完成代理并纳入当年度业绩分的政府采购项目须满足下列哪些条件？（ ）","A. 从接受采购人委托起至项目完成合同签订且在法律规定时间内未发生因代理机构方责任导致投诉、举报成立的
B. 项目采购人和评审专家对代理机构线上评价平均分达到基本满意以上
C. 代理的政府采购项目程序清晰，各类公告发布符合要求
D. 在接入远程音视频监管平台的场所内组织采购活动
E. 保证金管理情况符合要求、项目资料整理齐全","ABCDE"
"多选题","以下关于业绩评价中扣分和加分的说法正确的有？（ ）","A. 因采购人、代理机构责任导致质疑成立的并与代理机构有关的，该代理项目业绩不得分
B. 诚信分被扣10分时，同时扣当前业绩分值的一半
C. 诚信分被扣15分及以上的，业绩分值清零
D. 当代理机构业绩评价分为负数时，每承接完成1个政府采购项目的加业绩分2分，直至业绩评价分归（）
E. 代理机构在诚信失分期间，业绩分值不增加","ABCDE"
"多选题","专业知识评价采取线上测试方式，以下关于专业知识评价的说法正确的有？（ ）","A. 每年1次，测试时间为每年4月1日至20日
B. 代理机构备案入库的专职人员不得少于5人
C. 以上一年度代理机构（含分支机构）完成代理政府采购项目数量为基数，少于或等于 200个的，参加测试的最少人数为5人
D. 系统将取所有参考人员中成绩最高的X名人员（X=代理机构最低应参考人数）的平均分 ×代理机构应参加测试的专职人员的合格率作为代理机构成绩
E. 代理机构被处罚暂停代理资格的，从期满后的下个月起，可以重新通过备案入库的测试获取专业知识评价分","ABCDE"
"多选题","以下关于专业知识评价中测试人数的说法正确的有？（）","A. 代理机构参加普法测试的专职人员数量应当不小于所有备案专职人员数量（以每年1月 1日系统中的数据为准）的70%（有余数时向上取整）
B. 代理机构参加普法测试的专职人员数量应当不小于代理机构专职人员参加测试的最低人数
C. 每年1月份会在省级政府采购门户网站上公布当年度代理机构专职人员应参加测试的人数和最低人数
D. 准备备案入库的代理机构在完成系统注册后参加除每年4月份外每个月1号-20号进行的测试，最少5名专职人员参加
E. 代理机构参加普法测试的专职人员数量应当不小于所有备案专职人员数量（以每年1月 1日系统中的数据为准）的70%（有余数时四舍五入）","ABCD"
"多选题","附加分的设置是为了鼓励代理机构做专做精、做大做强，启用附加分应当满足以下哪些条件？（）","A. 业绩评价达到满分25分
B. 诚信评价未被扣分
C. 专业知识评价分达到16分及以上
D. 企业基本情况评价满分
E. 受到监管部门嘉奖","ABC"
"多选题","根据《福建省政府采购代理机构执业综合评价规则（2024 版）》，以下关于附加分的说法正确的有？（ ）","A. 总分为10分
B. 含附加分在内，总分不超过 110 分
C. 诚信评价被扣分，附加分清零
D. 业务知识评价分低于16分，附加分清零
E. 诚信评价被扣分，附加分减半","ABCD"
"多选题","代理机构综合评价分为 A、B、C 三个等级，以下关于等级划分的说法正确的有？（ ）","A. A级：总分在90分（不含）以上且诚信评价未失分
B. B级：总分在70-90分
C. C级：总分在70分以下
D. 总分达到108分及以上时，其等级显示为A+
E. C级：总分在60分以下","ABCD"
"多选题","代理机构综合评价分为 A、B、C 三个等级，以下关于等级划分的说法正确的有？（ ）","A. A 级：总分在 90 分（不含）以上且诚信评价分扣10分以下
B. B 级：总分在70-90分
C. C 级：总分在70分以下
D. 诚信评价分不满50分时，其等级显示为X-（X可为B或C）
E. 总分达到108分及以上时，其等级显示为A+","BCDE"
"多选题","采购人选择代理机构的方式有以下哪些？（ ）","A. 自主择优选择1家代理机构代理业务，须在系统中上传单位内控领导小组会议纪要
B. 由系统择优推送，按1：1的比例自动推送在该区域诚信执业的A、B级代理机构供采购人从中随机抽取1家
C. 采购人自行设立代理机构库，实行动态管理，结合代理机构评价等级，随时清退和补充，从中随机抽取1家代理机构
D. 直接指定代理机构,无须上传任何资料
E. 由系统择优推送，按2：1的比例自动推送在该区域诚信执业的A、B级代理机构供采购人从中随机抽取1家","ABC"
"多选题","福建省政府采购代理机构执业综合评价分的分值情况哪些是正确的？（ ）","A. 诚信评价基础分均为50分
B. 业绩评价分值满分为25分
C. 专业知识评价分值满分20分
D. 代理机构企业基本情况分值满分为5分
E. 附加分总分为10分","ABCDE"
"多选题","采购人自行设立代理机构库的，应实行动态管理，结合代理机构评价等级，随时清退和补充，从中随机抽取1家代理机构的，应符合下列哪些条件？（ ）","A. 必须在福建省政府采购网备案的有效代理机构库中选取，数量规模应不少于3家
B. 必须在福建省政府采购网备案的有效代理机构库中选取，数量规模应不少于16家
C. 库中的B级代理机构数量应不少于A级代理机构的数量，不选A级的除外
D. 库中的B级代理机构数量与A级代理机构的数量按1：1的比例配比，不选A级的除外
E. 库中的B级代理机构数量与A级代理机构的数量按2：1的比例配比，不选A级的除外","AC"
"多选题","某代理机构所有备案专职人员数量（以每年1月1日系统中的数据为准）为15人，参加测试最低专职人员数量7人，该代理机构参加普法测试的专职人员数量至少是几人？错误的有哪些？（ ）","A. 7人
B. 10人
C. 11人
D. 15人
E. 8人","ABDE"
"多选题","根据《福建省政府采购代理机构执业综合评价规则（2024 版）》，下列描述中哪些是正确的？（ ）","A. 在参加政府采购普法测试过程中存在作弊、替考、代考情形的，            视为代理机构严重违规失信行为，将予以诚信扣15分的处罚，期限6个月，同时专业知识成绩记0分
B. 在参加政府采购普法测试过程中存在作弊、替考、代考情形的，视为代理机构严重违规失信行为，将予以诚信扣10分的处罚，期限3个月，同时专业知识成绩记0分
C. 代理机构企业基本情况评价中任何一项经核实为虚假，则该代理机构企业基本情况评价按0分处理，同时再扣诚信评价10分，期限3个月，并将其列入年度监督检查重点对象
D. 代理机构企业基本情况评价中任何一项经核实为虚假，则该代理机构企业基本情况评价按0分处理，同时再扣诚信评价15分，期限6个月，并将其列入年度监督检查重点对象
E. 代理机构企业基本情况评价中任何一项经核实为虚假，则该代理机构企业基本情况评价按0分处理，同时再扣诚信评价5分，期限6个月，并将其列入年度监督检查重点对象","AC"
"多选题","某福建省政府采购代理机构于2025年5月备案入库，备案专职人员6人。2025年该机构承接并完成政府采购项目8个，其中1个项目因代理机构工作失误导致投诉成立，其余项目均满足业绩计分的各项程序要求，采购人和评审专家线上评价平均分为78分。2025年诚信评价无扣分记录，专业知识测试20分。则该机构2025年业绩评价得分错误的是（ ）","A. 0.4分
B. 0.6分
C. 25.4分
D. 25.6分
E. 20.4分","BCDE"
"多选题","某代理机构所有备案专职人员数量为8人，2025年1月1日至12月31日期间，承接代理235个政府采购项目,参加测试人数为5人，成绩分别为：100、98、96、95、80，该代理机构的专业知识评价分错误的有哪些？（ ）","A. 18.76分
B. 19分
C. 20分
D. 19.25分
E. 0分","ABCD"
"多选题","某代理机构所有备案专职人员数量为14人，2025年1月1日至12月31日期间，承接代理235个政府采购项目,参加测试人数为10人，成绩分别为：6个100、2个98、2个80，该代理机构的专业知识评价分错误的有哪些？（ ）","A. 17.73分
B. 19.7分
C. 20分
D. 0分
E. 19.5分","ABDE"
"多选题","某代理机构2025年1月1日至12月31日期间，承接代理107个政府采购项目,诚信未扣分。其中，1个质疑已答复的项目已完成合同签订但在投诉有效期内；1个项目采购人和评审专家评审专家对代理机构线上评价平均分为68分。该代理机构的业绩分错误的有哪些？（ ）","A. 5分
B. 10分
C. 15分
D. 20分
E. 21分","ABCE"
"判断题","福建省政府采购代理机构执业综合评价规则（2024版）有效期为5年。","A. 对
B. 错","B"
"判断题","诚信评价的基础分所有代理机构均为60分。","A. 对
B. 错","B"
"判断题","业绩评价的满分是25分。","A. 对
B. 错","A"
"判断题","每年1月1日至12月31日期间，承接代理 1-5个政府采购项目的加5分。","A. 对
B. 错","B"
"判断题","企业基本情况评价满分5分，需代理机构如实填报相关信息并上传证明材料。","A. 对
B. 错","A"
"判断题","附加分总分值为10分，含附加分在内综合评价总分不超过100分。","A. 对
B. 错","B"
"判断题","专业知识评价中，参加测试的专职人员数量需不小于备案专职人员数量的60%（有余数时向上取整）。","A. 对
B. 错","B"
"判断题","线上评价逾期未评价的默认为满意。","A. 对
B. 错","B"
"判断题","代理机构备案入库的专职人员不得少于6人。","A. 对
B. 错","B"
"判断题","诚信扣分达到15分时，系统会将代理机构标注为“严重失信企业”。","A. 对
B. 错","B"
"判断题","业绩评价中，每年7月1日之后备案的代理机构，当年未承接项目不扣10分。","A. 对
B. 错","A"
"判断题","综合评价等级中，A+级要求总分在90分（不含）以上且诚信评价未失分。","A. 对
B. 错","B"
"判断题","对应行政处罚警告以上（含）的情形，诚信扣15分，期限3个月，到期所扣分值自动返还。","A. 对
B. 错","B"
"判断题","综合评价起始等级所有入库代理机构均为C级。","A. 对
B. 错","B"
"判断题","附加分清零的情形包括诚信评价被扣分或专业知识评价分低于16分。","A. 对
B. 错","A"
"判断题","业绩评价中，每个自然年度内完成的项目数量以项目开始时间为准。","A. 对
B. 错","B"
"判断题","企业基本情况评价中若有一项信息经核实为虚假，该部分评价按0分处理，同时扣诚信评价20分。","A. 对
B. 错","B"
"判断题","专业知识评价中，准备备案入库的代理机构最少5名专职人员参加测试，且分数需达到80分以上 。","A. 对
B. 错","A"
"判断题","采购人自行设立代理机构库时，库中B 级代理机构数量应不少于A级代理机构数量（不选A级的除外）。","A. 对
B. 错","A"
"判断题","业绩评价分达到-10分时，系统将自动暂停代理机构系统账号操作权限。","A. 对
B. 错","B"
"判断题","诚信扣分期限内再次出现诚信扣分情况，所扣分值按原标准计算，不翻倍。","A. 对
B. 错","B"
"判断题","专业知识评价中，系统将取所有参考人员的平均分作为代理机构成绩。","A. 对
B. 错","B"
"判断题","线上评价中，70-89分对应的层级为“很满意”","A. 对
B. 错","B"
"判断题","每个项目在完成合同签订时计入业绩分。","A. 对
B. 错","B"
"判断题","专业知识评价中，某代理机构上一年度完成代理项目250个，其参加测试的最低人数为7人。","A. 对
B. 错","B"
"判断题","某代理机构诚信评价被扣15分，其业绩分值将清零，在诚信失分期间，每承接完成1个政府采购项目加2分。","A. 对
B. 错","B"
"判断题","业绩评价中，当评价分为负数时，每承接完成1个政府采购项目加0.2分，直至业绩分归（）。","A. 对
B. 错","B"
"判断题","专业知识评价得分计算方式为：所有参考人员中成绩最高的X名（X=最低应参考人数）的平均分×合格率，再按20%比例换算，若参加测试人数小于最低应参考人数，成绩记0分。","A. 对
B. 错","A"
"判断题","采购人委托C级代理机构开展项目时，该项目无需纳入年度重点监督检查项目。","A. 对
B. 错","B"
"判断题","系统择优推送代理机构时，采购人选择区域后，系统按1：1比例推送该区域诚信执业的A、B级代理机构，且推送数量下限为16家，采购人不可调整数量规模。","A. 对
B. 错","B"
