"type","question","options","answer"
"
单选题","根据《福建省财政厅关于进一步加大政府采购支持
中小企业力度的通知》，以下哪种采购方式适用于
紧急情况下的采购？（ ）","A. 公开招标
B. 邀请招标
C. 单一来源采购
D. 询价","
C"
"
单选题","根据《福建省财政厅关于进一步加大政府采购支持
中小企业力度的通知》，以下哪种措施可以减轻中
小企业的资金压力？（ ）","A. 提高预付款比例
B. 取消所有保证金
C. 提高投标保证金比例
D. 取消政府采购合同融资","
A"
,,,
"
单选题","根据《福建省财政厅关于进一步加大政府采购支持
中小企业力度的通知》，以下哪种措施可以方便中
小企业参与政府采购活动？（ ）","A. 推行远程谈判（磋商）
B. 取消所有投标保证金
C. 提高投标保证金比例
D. 取消政府采购合同融资","
A"
"
单选题","根据《福建省财政厅关于进一步加大政府采购支持
中小企业力度的通知》，以下哪种措施可以提高小
微企业的价格评审优惠幅度？（ ）","A. 提高价格扣除优惠
B. 取消价格扣除优惠
C. 提高投标保证金比例
D. 取消政府采购合同融资","
A"
"
单选题","根据《福建省财政厅关于进一步加大政府采购支持
中小企业力度的通知》，以下哪种措施可以提高面
向中小企业的预留份额？（ ）","A. 提高预留份额比例
B. 取消预留份额要求
C. 提高投标保证金比例
D. 取消政府采购合同融资","
A"
"
单选题","根据《福建省财政厅关于进一步加大政府采购支持
中小企业力度的通知》，以下哪种措施可以加强政
府采购预算编制和审核？（ ）","A. 主管预算单位应组织评估政府采购项目
B. 主管预算单位应取消所有预留份额要求
C. 主管预算单位应提高投标保证金比例
D. 主管预算单位应取消政府采购合同融资","
A"
"
多选题","根据《福建省财政厅关于进一步加大政府采购支持
中小企业力度的福建省财政厅关于进一步加大政府
采购支持中小企业力度的通知》，以下哪些措施可
以提高中小企业的政府采购份额？（ ）","A. 项目整体预留
B. 合理预留采购包
C. 要求大企业与中小企业组成联合体
D. 要求大企业向中小企业分包","
ABCD"
"
多选题","根据《福建省财政厅关于进一步加大政府采购支持
中小企业力度的通知》，以下哪些措施可以减轻中
小企业的资金压力？（ ）","A. 提高预付款比例
B. 取消所有保证金
C. 鼓励降低投标保证金和履约保证金比例
D. 提供政府采购合同融资","
ACD"
"
多选题","根据《福建省财政厅关于进一步加大政府采购支持
中小企业力度的通知》，以下哪些采购方式可以支
持中小企业“不到场”参与采购活动？（ ）","A. 远程开标
B. 无纸化投标
C. 远程谈判（磋商）
D. 现场投标","
ABC"
"
多选题","根据《福建省财政厅关于进一步加大政府采购支持
中小企业力度的通知》，以下哪些情况适用于竞争
性谈判采购方式？（ ）","A. 招标后没有供应商投标
B. 技术复杂或性质特殊
C. 采用招标所需时间不能满足紧急需要
D. 不能事先计算出价格总额","
ABCD"
,,,
"多选题","
根据《福建省财政厅关于进一步加大政府采购支持
中小企业力度的通知》，以下哪些措施可以提高小
微企业的价格评审优惠幅度？（ ）","A. 货物和服务采购项目给予小微企业的价格
扣除优惠提高至15%-20%
B. 大中型企业与小微企业组成联合体的评审
优惠幅度提高至5%-6%
C. 取消小微企业的价格评审优惠
D. 提高小微企业的投标保证金比例","

AB"
"多选题","
根据《福建省财政厅关于进一步加大政府采购支持
中小企业力度的通知》，以下哪些措施可以提高面
向中小企业的预留份额？（ ）","A. 超过200万元的货物和服务采购项目预留份
额提高至40%以上
B. 超过400万元的工程采购项目预留份额提高
至40%以上
C. 所有采购项目预留份额提高至50%以上
D. 取消预留份额要求","

AB"
"
多选题","根据《福建省财政厅关于进一步加大政府采购支持
中小企业力度的通知》，以下哪些措施可以方便中
小企业参与政府采购活动？（ ）","A. 推行远程谈判（磋商）
B. 推广电子保函形式缴交保证金
C. 取消所有投标保证金
D. 提供政府采购合同融资","
ABD"
"多选题","
根据《福建省财政厅关于进一步加大政府采购支持
中小企业力度的通知》，以下哪些措施可以加强政
府采购预算编制和审核？（ ）","A. 主管预算单位应组织评估本部门及所属单
位政府采购项目
B. 主管预算单位应制定面向中小企业预留采
购份额的具体方案
C. 主管预算单位应取消所有预留份额要求
D. 主管预算单位应公开预留项目执行情况","

ABD"
"
多选题","根据《福建省财政厅关于进一步加大政府采购支持
中小企业力度的通知》，以下哪些措施可以减轻中
小企业的资金压力？（ ）","A. 给予中小企业预付款
B. 降低投标保证金和履约保证金比例
C. 取消所有保证金
D. 提供政府采购合同融资","
ABD"
"
判断题","根据《福建省财政厅关于进一步加大政府采购支持
中小企业力度的通知》，2022年下半年实施的政府
采购项目，采购人可以给予中小企业不低于合同金
额50%的预付款。（ ）","A. 对
B. 错","
A"
,,,
"
判断题","根据《福建省财政厅关于进一步加大政府采购支持
中小企业力度的通知》，大中型企业与小微企业组
成联合体的评审优惠幅度由2%-3%提高至5%-6%。（
）","
A. 对
B. 错","
A"
"
判断题","根据《福建省财政厅关于进一步加大政府采购支持
中小企业力度的通知》，2022年下半年实施的政府
采购项目，面向中小企业的预留份额由30%以上提
高至40%以上。（ ）","A. 对
B. 错","
A"
判断题,"根据《福建省财政厅关于进一步加大政府采购支持
中小企业力度的通知》，单一来源采购适用于紧急
情况下的采购。（ ）","A. 对
B. 错",A
判断题,"根据《福建省财政厅关于进一步加大政府采购支持
中小企业力度的通知》，采购人可以取消所有保证
金以减轻中小企业的资金压力。（ ）","A. 对
B. 错",B
"
判断题","根据《福建省财政厅关于进一步加大政府采购支持
中小企业力度的通知》，推行远程谈判（磋商）可
以方便中小企业参与政府采购活动。（ ）","A. 对
B. 错","
A"
判断题,"根据《福建省财政厅关于进一步加大政府采购支持
中小企业力度的通知》，提高价格扣除优惠可以提
高小微企业的价格评审优惠幅度。（ ）","A. 对
B. 错",A
"
判断题","根据《福建省财政厅关于进一步加大政府采购支持
中小企业力度的通知》，主管预算单位应取消所有
预留份额要求以加强政府采购预算编制和审核。（
）","A. 对
B. 错","
B"
"
判断题","根据《福建省财政厅关于进一步加大政府采购支持
中小企业力度的通知》，2022年下半年实施的政府
采购项目，采购人可以给予中小企业不低于合同金
额70%的预付款。（ ）","A. 对
B. 错","
B"
"
判断题","根据《福建省财政厅关于进一步加大政府采购支持
中小企业力度的通知》，推行无纸化投标可以方便
中小企业参与政府采购活动。（ ）","A. 对
B. 错","
A"
,,,
"
判断题","根据《福建省财政厅关于进一步加大政府采购支持
中小企业力度的通知》，2022年下半年实施的政府
采购项目，采购人可以取消所有保证金以减轻中小
企业的资金压力。（ ）","
A. 对
B. 错","
B"
"
判断题","根据《福建省财政厅关于进一步加大政府采购支持
中小企业力度的通知》，主管预算单位应在年度结
束后60日内公开上一年度面向中小企业预留份额和
采购的具体情况。（ ）","A. 对
B. 错","
A"
"
判断题","根据《福建省财政厅关于进一步加大政府采购支持
中小企业力度的通知》，2022年下半年实施的政府
采购项目，采购人可以给予中小企业不低于合同金
额70%的预付款。（ ）","A. 对
B. 错","
B"
"
判断题","根据《福建省财政厅关于进一步加大政府采购支持
中小企业力度的通知》，推行无纸化投标可以方便
中小企业参与政府采购活动。（ ）","A. 对
B. 错","
A"
"
判断题","根据《福建省财政厅关于进一步加大政府采购支持
中小企业力度的通知》，2022年下半年实施的政府
采购项目，面向中小企业的预留份额由30%以上提
高至50%以上。（ ）","A. 对
B. 错","
B"
,,,
题型,"《福建省政府采购评审专家评价规则（试行）》
题干",选项,答案
"
单选题","福建省政府采购评审专家评价不包括以下哪项？
（ ）","A. 个人信息评价
B. 经济状况评价
C. 专业能力评价
D. 履职情况评价","
B"
"
单选题","个人信息评价主要评判政府采购专家备案个人信
息的（ ）？","A. 美观性
B. 创新性
C. 真实性、完整性
D. 独特性","
C"
"
单选题","
专家专业能力评价主要通过什么方式进行？（
）","A. 现场实操考核
B. 专家普法测试
C. 论文撰写
D. 面试","
B"
"
单选题","
专家普法测试每人每年有几次测试机会？（ ）","A.1 次
B.2 次
C.3 次
D.4 次","
C"
"
单选题","
专家年龄的计算方式是（ ）？","A. 专家出生年度 - 当年度
B. 当年度 + 专家出生年度
C. 当年度 - 专家出生年度
D.（当年度 + 专家出生年度）÷2","
C"
"
单选题","若专家个人信息评价为不真实，将如何处理？（
）","A. 警告
B. 罚款
C. 解聘
D. 批评教育","
C"
"
单选题","专家个人信息评价为不完整，通知发出后 30 天
内，重要信息仍不完整的，将（ ）？","A. 继续提醒
B. 罚款
C. 暂停
D. 解聘","
C"
,,,
"
单选题","
专家当年度内未参加普法测试，会受到什么处
理？（ ）","A. 罚款
B. 暂停参加政府采购评审活动直至其参加普法
测试
C. 警告
D. 限制抽取次数","
B"
"
单选题","
专家参加普法测试但成绩未达到合格标准（80
分），会受到什么限制？（ ）","A. 暂停参加政府采购评审活动 1 个月
B. 限制其被抽取次数为期 6 个月
C. 暂停参加政府采购评审活动 6 个月
D. 警告","
B"
"
单选题","
专家在参加普法测试中存在作弊、替考、代考情
形的，暂停参加政府采购评审活动多久？（ ）","A.6 个月
B.12 个月
C.3 个月
D.24 个月","
B"
"
单选题","专家未在规定时限内到达评审场所并签到，当日
还会接到评审邀请吗？（ ）","A. 会
B. 不会
C. 不确定
D. 看情况","
B"
"
单选题","每个自然年度内专家累计迟到 2 次的，暂停参
加政府采购评审活动多久？（ ）","A.1 个月
B.2 个月
C.3 个月
D.6 个月","
A"
"
单选题","
每个自然年度内专家累计迟到 3 次的，暂停参
加政府采购评审活动多久？（ ）","A.1 个月
B.3 个月
C.6 个月
D.12 个月","
B"
"
单选题","
每个自然年度内专家累计迟到超过 3 次的，暂
停参加政府采购评审活动多久？（ ）","A.3 个月
B.6 个月
C.9 个月
D.12 个月","
D"
"
单选题","福建省政府采购评审专家评价指标分为 A 类和
B 类共计多少项？（ ）","A.18 项
B.20 项
C.21 项
D.25 项","
C"
,,,
"
单选题","A 类指标有一项指标被采购人和采购代理机构同
时评价为 “是”，专家在该项目的评价等级为
（ ）？","A. 好
B. 中
C. 差
D. 待定","
C"
"
单选题","A、B 类评价指标均被采购人和采购代理机构评
价为 “否”，专家在该项目的评价等级为
（ ）？","A. 好
B. 中
C. 差
D. 待定","
A"
"
单选题","系统对专家被抽取到 10 次以上但出席率不足
20% 的专家会如何处理？（ ）","A. 罚款
B. 警告
C. 标记并限制其被抽取次数，为期 3 个月
D. 解聘","
C"
"单选题","

一个季度内专家参与政府采购评审活动中存在 1
次评价结果等级为【差】，下一季度将如何限制
其被抽取次数？（ ）","A. 每 5 日只能参与 1 次政府采购项目评审活
动
B. 每 10 日只能参与 1 次政府采购项目评审活
动
C. 每 15 日只能参与 1 次政府采购项目评审活
动
D. 每 20 日只能参与 1 次政府采购项目评审活
动","

B"
"
多选题","福建省政府采购评审专家的专业能力评价涉及以
下哪些方面？（ ）","A. 专家普法测试
B. 区分专家年龄段设置考题
C. 现场评审表现
D. 论文发表数量","
AB"
"
多选题","以下属于政府采购评审专家个人信息评价内容的
有（ ）。","A. 个人履历
B. 专业技术职称
C. 银行账号
D. 家庭住址","
ABC"
"
多选题","
关于专家普法测试，下列说法正确的有（ ）。","A. 每年 6 月份统一组织
B. 每人 3 次测试机会
C. 取平均成绩作为当年度个人成绩
D. 测试成绩未达到合格标准限制抽取次数","
ABD"
,,,
"
多选题","
专家在履职情况评价中，可能涉及的情形有（
）。","A. 不同意出席评审应答次数
B. 擅自将个人账号等信息透露他人
C. 是否准时到达评审现场
D. 评审费用收取情况","
ABC"
"
多选题","若专家个人信息评价出现以下哪些情况会受到相
应处理？（ ）","A. 不真实
B. 不完整
C. 过时
D. 格式错误","
AB"
"多选题","

以下关于专家迟到处理的说法正确的有（ ）。","A. 未在规定时限内到达评审场所并签到，当日
不会再接到评审邀请
B. 每个自然年度内累计迟到 2 次的，暂停参加
政府采购评审活动 1 个月
C. 每个自然年度内累计迟到 3 次的，暂停参加
政府采购评审活动 3 个月
D. 每个自然年度内累计迟到超过 3 次的，暂停
参加政府采购评审活动 12 个月","

ABCD"
"
多选题","
采购人和其委托的采购代理机构对专家评价的指
标包括（ ）。","A.A 类指标
B.B 类指标
C.C 类指标
D.D 类指标","
AB"
"多选题","

当专家在项目评审中，出现以下哪些情况评价等
级可能为【差】？（ ）","A.A 类指标有一项指标被采购人和采购代理机构
同时评价为 “是”
B.A 类指标有一项指标被采购人和采购代理机构
同时评价为 “否”
C.A、B 类评价指标均被采购人和采购代理机构
评价为 “否”
D.A 类指标部分为 “是”，部分为 “否”，且
B 类指标有一项为 “是”","

AD"
"
多选题","
系统对专家执业行为的管理方式有（ ）。","A. 跟踪记录形成执业行为数据库
B. 进行量化管理
C. 对选聘、解聘、扩招等决策提供数据支撑
D. 对所有专家定期进行培训","
ABC"
,,,
"多选题","

一个季度内专家参与政府采购评审活动的评价结
果对专家有哪些影响？（ ）","A. 存在 1 次评价结果等级为【差】，下一季度
限制抽取次数
B. 存在 2 次评价结果等级为【差】，即刻暂停
参加政府采购评审活动 3 个月
C. 至少每月参与 2 次政府采购评审活动，且所
有项目评价结果等级均为【好】，该季度总评价
为【好】
D. 未达到【好】的标准，同时无评价结果等级
为【差】的项目的，该季度总评价为【中】，下
一季度其抽取概率为平均概率","

ABCD"
"多选题","

连续多个季度总评价对专家的影响有（ ）。","A. 连续 2 个季度总评价为【差】，暂停参加政
府采购评审活动 6 个月
B. 在一个自然年度内有 2 个季度总评价为【差
】的专家，暂停参加政府采购评审活动 6 个月
C. 年度内有 3 个及以上季度总评价为【好】且
无季度总评价结果等级为【差】的专家，予以表
扬鼓励并视情加分
D. 连续 3 个季度总评价为【中】，暂停参加政
府采购评审活动 3 个月","

ABC"
"多选题","
以下哪些情况可能导致专家被暂停参加政府采购
评审活动？（ ）","A. 个人信息评价不完整，通知发出后 30 天内
重要信息仍不完整
B. 参加普法测试存在作弊、替考、代考情形
C. 每个自然年度内累计迟到超过 3 次
D. 一个季度内专家参与政府采购评审活动中存
在 2 次评价结果等级为【差】","

ABCD"
"
多选题","
专家普法测试中，下列哪些行为会受到相应处
罚？（ ）","A. 未参加测试
B. 测试成绩未达到合格标准
C. 作弊
D. 替考","
ABCD"
,,,
"
多选题","
政府采购评审专家履职情况评价中，系统跟踪记
录能起到哪些作用？","A. 形成专家执业行为数据库
B. 为专家晋升提供依据
C. 进行量化管理
D. 为政府采购专家选聘、解聘、扩招等决策提
供数据支撑","
ACD"
"
多选题","
采购人和采购代理机构对专家评价结果为【好】
需满足以下哪些条件？","A.A 类指标均被评价为 “否”
B.B 类指标均被评价为 “否”
C.A 类指标有一项被评价为 “是”
D.B 类指标有部分被评价为 “是”","
AB"
判断题,"福建省政府采购评审专家评价仅由采购人和其委
托的采购代理机构进行。（ ）","A. 对
B. 错",B
判断题,专家年龄计算时需精确到月份。（ ）,"A. 对
B. 错",B
判断题,"专家个人信息评价不完整时，会立刻被暂停参与
政府采购评审活动。（ ）","A. 对
B. 错",B
判断题,专家普法测试每年只有一次机会。（ ）,"A. 对
B. 错",B
判断题,"专家在一个自然年度内累计迟到 1 次，不会受
到暂停参加政府采购评审活动的处罚。（ ）","A. 对
B. 错",A
判断题,"采购人和其委托的采购代理机构应在评审活动结
束后 3 日内对专家进行评价。（ ）","A. 对
B. 错",B
"
判断题","A 类指标中有一项被采购人和采购代理机构评价
为 “是”，专家在该项目的评价等级一定为【
差】。（ ）","A. 对
B. 错","
A"
判断题,"系统不会对 3 个月内未被抽取到的专家进行任
何处理。（ ）","A. 对
B. 错",B
判断题,"一个季度内专家参与政府采购评审活动中存在 3
次评价结果等级为【差】，该专家会被暂停参加
政府采购评审活动 6 个月。（ ）","A. 对
B. 错",B
"
判断题","年度内有 2 个季度总评价为【好】且无季度总
评价结果等级为【差】的专家，将通过福建省政
府采购专用语音和短信予以表扬鼓励，并视情在
参加专家普法测试中享受加分优待。（ ）","A. 对
B. 错","
B"
,,,
判断题,"专家在参加普法测试中存在作弊情形，暂停参加
政府采购评审活动 6 个月。（ ）","A. 对
B. 错",B
判断题,"若专家 A、B 类评价指标均被采购人和采购代理
机构评价为 “是”，其评价等级为【中】。（
）","A. 对
B. 错",B
判断题,"连续 2 个季度总评价为【中】，专家下一季度
抽取概率会降低。（ ）","A. 对
B. 错",B
"
判断题","专家当年度内参加普法测试但测试成绩未达到合
格标准，会被暂停参加政府采购评审活动 6 个
月。（ ）","A. 对
B. 错","
B"
判断题,"专家不同意出席评审应答次数不会影响其履职情
况评价。（ ）","A. 对
B. 错",B
,,,
题型,《福建省政府采购线上普法测试须知》题干,选项,答案
"
单选题","
已入库评审专家每年普法测试时间为？（ ）","A. 每年 4 月 1 日 - 30 日
B. 每年 5 月 1 日 - 30 日
C. 每年 6 月 1 日 - 30 日
D. 每年 7 月 1 日 - 30 日","
C"
"
单选题","
测试过程中 “人脸识别系统” 有几次识别为非本
人即按 0 分处理？（ ）","A.1 次
B.2 次
C.3 次
D.4 次","
A"
"
单选题","
测试结束提交答卷后，若对结果有异议，应如何申
请复议？（ ）","A. 将屏幕截图发至个人邮箱申请复议
B. 以代理机构为单位集中发至 zfcgpfcs@126.com 邮
箱申请复议（专家以个人为单位）
C. 打电话给监管部门申请复议
D. 无需申请，结果不可复议","
B"
"
单选题","
当月测试期满结束后，系统会公布什么？（ ）","A. 所有参考人员成绩
B. 优秀人员名单
C. 本次测试的错题
D. 无公布内容","
C"
"
单选题","
政府采购评审专家应根据什么在指定场所统一进行
测试？（ ）","A. 省级财政部门规定
B. 当地监管部门规定
C. 市级财政部门规定
D. 代理机构规定","
B"
"
单选题","测试客户端在登录时及测试全过程中，检测到运行
QQ、向日葵等软件会如何处理？（ ）","A. 正常运行
B. 弹出提示框
C. 拒绝登录或自动交卷
D. 关闭相关软件","
C"
"多选题","
关于测试登录及人脸识别，以下说法正确的有（
）","A. 测试登录时上传或拍摄的照片必须为本人免冠近照
B. 测试人员统一测试账号为在系统注册信息时的手机
号，密码为身份证号后 6 位
C. 人脸识别有 1 次识别为非本人即按 0 分处理
D. 因本人与照片差距太大导致系统识别为非本人的，
后果由系统承担","

ABC"
,,,
"
多选题","
测试过程中的禁止行为有哪些？（ ）","A. 使用手机等电子设备通话或查阅资料
B. 由他人代（助）考
C. 在考试期间相互交流
D. 切换、退出、关闭或最小化测试主界面","
ABCD"
"多选题","

测试结束后，以下说法正确的有（ ）。","A. 系统会自动给出得分并附测试情况说明
B. 对结果有异议，可将屏幕截图并以代理机构为单位
集中发至 zfcgpfcs@126.com 邮箱申请复议（专家以个
人为单位）
C. 当月测试期满结束后，系统会公布本次测试的错题
D. 监管部门会随机抽查核对录像时间与系统交卷时间","

ABCD"
"多选题","

关于评审专家违规行为的处理，以下说法正确的有
（ ）。","A. 发现评审专家在测试中存在作弊、替考、代考情
形，暂停参加政府采购评审活动 12 个月
B. 评审专家提交不出音视频资料，暂停参加政府采购
评审活动 6 个月
C. 评审专家弄虚作假，暂停参加政府采购评审活动 9
个月
D. 评审专家在测试中违反规定，测试成绩作废","

AD"
判断题,"已备案代理机构专职人员和已入库评审专家每人都
只有 1 次测试机会（ ）。","A. 对
B. 错",B
判断题,"测试过程中，参考人员可以使用手机查阅资料，只
要不被监考人员发现即可（ ）。","A. 对
B. 错",B
判断题,"监管部门对代理机构和评审专家在测试中的违规行
为处罚基本相同（ ）。","A. 对
B. 错",B
,,,
题型,"《福建省政府采购远程异地评审工作管理规
则（试行）》题干",选项,答案
"
单选题","根据《福建省政府采购远程异地评审工作管
理规则（试行）》，远程异地评审适用于以
下哪种项目？（ ）","A. 预算金额500万元以上的服务项目
B. 预算金额500万元以上的货物项目
C. 预算金额200万元以上的工程项目
D. 预算金额100万元以上的服务项目","
A"
"
单选题","远程异地评审的评审场地应具备的功能区域
不包括以下哪项？（ ）","A. 专家签到区
B. 技术管理区
C. 远程开标区
D. 专家休息区","
D"
"
单选题","
远程异地评审中，抽取异地专家的人数不得
少于当次专家人数的（ ）。","A. 四分之一
B. 三分之一
C. 二分之一
D. 三分之二","
B"
"
单选题","
远程异地评审的全过程由（ ）负责监督。","A. 财政部门
B. 采购人
C. 代理机构
D. 评审专家","
B"
"
单选题","
远程异地评审中，评审专家不得通过视频会
议谈论（ ）。","A. 项目评审细节
B. 与项目评审无关的事宜
C. 评审结果
D. 评审费用","
B"
"
单选题","远程异地评审中，评审专家费的支付期限为
（ ）。","A. 15天
B. 30天
C. 45天
D. 60天","
B"
"
单选题","远程异地评审中，评审专家费的支付标准由
（ ）确认。","A. 财政部门
B. 采购人
C. 代理机构
D. 评审系统","
B"
,,,
"
单选题","
远程异地评审中，评审专家费的支付凭证需
在（ ）内上传。","A. 15天
B. 30天
C. 45天
D. 60天","
B"
"
单选题","远程异地评审中，评审专家费的支付期限为
（ ）。","A. 15天
B. 30天
C. 45天
D. 60天","
B"
"
单选题","远程异地评审中，评审专家费的支付标准由
（ ）确认。","A. 财政部门
B. 采购人
C. 代理机构
D. 评审系统","
B"
"
单选题","
远程异地评审中，评审专家费的支付方式不
包括（ ）。","A. 网上银行转账
B. 数字人民币
C. 现金支付
D. 电子支付","
C"
"
单选题","
远程异地评审中，评审专家费的支付标准由
（ ）计算。","A. 财政部门
B. 采购人
C. 代理机构
D. 评审系统","
D"
"
单选题","远程异地评审中，评审专家费的支付期限为
（ ）。","A. 15天
B. 30天
C. 45天
D. 60天","
B"
"多选题","
根据《福建省政府采购远程异地评审工作管
理规则（试行）》，以下哪些项目应当采用
远程异地评审方式？（ ）","A. 预算金额500万元以上的服务项目
B. 依法不进行公开招标的工程项目且金额达到
400万元以上
C. 预算金额200万元以上的货物项目
D. 达到公开招标限额的物业、保洁、安保、绿
化项目","

ABD"
,,,
"
多选题","
评审专家在远程异地评审过程中，以下哪些
行为是被禁止的？（ ）","A. 通过视频会议谈论与项目评审无关的事宜
B. 离开远程评审单元间
C. 使用手机等通信设备
D. 与其他专家协商评审","
ABCD"
"
多选题","远程异地评审中，评审专家费的支付方式包
括以下哪些？（ ）","A. 网上银行转账
B. 数字人民币
C. 现金支付
D. 电子支付","
ABD"
判断题,"远程异地评审的全过程由采购人负责监督。
（ ）","A. 对
B. 错",A
判断题,"评审专家在远程异地评审过程中可以随时离
开评审单元间。（ ）","A. 对
B. 错",B
判断题,"远程异地评审中，评审专家费的支付方式可
以为现金支付。（ ）","A. 对
B. 错",B
判断题,"远程异地评审中，评审专家费的支付凭证需
在30天内上传。（ ）","A. 对
B. 错",A
判断题,"远程异地评审中，评审专家费的支付标准由
财政部门确认。（ ）","A. 对
B. 错",B
判断题,"远程异地评审中，评审专家费的支付方式包
括数字人民币。（ ）","A. 对
B. 错",A
判断题,"远程异地评审中，评审专家费的支付期限为
45天。（ ）","A. 对
B. 错",B
判断题,"远程异地评审中，评审专家费的支付标准由
评审系统计算。（ ）","A. 对
B. 错",A
判断题,"远程异地评审中，评审专家费的支付凭证需
上传至采购人系统。（ ）","A. 对
B. 错",B
判断题,"远程异地评审中，评审专家费的支付标准由
采购人确认。（ ）","A. 对
B. 错",A
判断题,"远程异地评审中，评审专家费的支付凭证需
在60天内上传。（ ）","A. 对
B. 错",B
判断题,"远程异地评审中，评审专家费的支付标准由
代理机构确认。（ ）","A. 对
B. 错",B
,,,
判断题,"远程异地评审中，评审专家费的支付方式为
现金支付。（ ）","A. 对
B. 错",B
判断题,"远程异地评审中，评审专家费的支付期限为
15天。（ ）","A. 对
B. 错",B
判断题,"远程异地评审中，评审专家费的支付凭证需
上传至代理机构系统。（ ）","A. 对
B. 错",B
判断题,"远程异地评审中，评审专家费的支付标准由
评审系统确认。（ ）","A. 对
B. 错",B
判断题,"远程异地评审中，评审专家费的支付期限为
30天。（ ）","A. 对
B. 错",A
判断题,"远程异地评审中，评审专家费的支付凭证需
上传至财政部门系统。（ ）","A. 对
B. 错",B
判断题,"远程异地评审中，评审专家费的支付标准由
采购人确认。（ ）","A. 对
B. 错",A
判断题,"远程异地评审中，评审专家费的支付标准由
代理机构确认。（ ）","A. 对
B. 错",B
,,,
题型,《政府采购非招标采购方式管理办法》题干,选项,答案
"
单选题","
《政府采购非招标采购方式管理办法》所称非招标采购方
式，是指竞争性谈判、单一来源采购和( )方式。","A.询价采购
B.直接采购
C.间接采购
D.谈判采购","
A"
"
单选题","《政府采购非招标采购方式管理办法》所称主管预算单位是
指负有编制部门预算职责，向同级财政部门申报预算的单位
不包括( )。","A.国家机关
B.事业单位
C.团体组织
D.国有企业","
D"
"
单选题","
按照《政府采购非招标采购方式管理办法》,成交供应商拒
绝签订政府采购合同的，可以( )。","A.中止开展采购活动
B.暂停开展采购活动
C.重新开展采购活动
D.终止采购活动","
C"
